map_key,x,y,terrain_key,elevation_m,road_class,road_links,river_class,river_links,settlement_level,has_bridge,source_status,notes
point_alpha_corridor,42,0,cultivated,364,0,0,0,0,0,0,draft,
point_alpha_corridor,43,0,woods,368,0,0,0,0,0,0,draft,
point_alpha_corridor,44,0,cultivated,363,0,0,0,0,0,0,draft,
point_alpha_corridor,45,0,cultivated,348,0,0,0,0,0,0,draft,
point_alpha_corridor,46,0,cultivated,335,0,0,0,0,0,0,draft,
point_alpha_corridor,47,0,cultivated,325,0,0,0,0,0,0,draft,
point_alpha_corridor,48,0,cultivated,327,1,8,0,0,0,0,draft,
point_alpha_corridor,49,0,cultivated,331,0,0,0,0,0,0,draft,
point_alpha_corridor,50,0,cultivated,333,0,0,0,0,0,0,draft,
point_alpha_corridor,51,0,cultivated,336,0,0,0,0,0,0,draft,
point_alpha_corridor,52,0,cultivated,340,0,0,0,0,0,0,draft,
point_alpha_corridor,53,0,cultivated,346,0,0,0,0,0,0,draft,
point_alpha_corridor,54,0,cultivated,349,0,0,0,0,0,0,draft,
point_alpha_corridor,55,0,cultivated,350,0,0,0,0,0,0,draft,
point_alpha_corridor,56,0,cultivated,346,0,0,0,0,0,0,draft,
point_alpha_corridor,57,0,cultivated,344,0,0,0,0,0,0,draft,
point_alpha_corridor,58,0,cultivated,332,0,0,0,0,0,0,draft,
point_alpha_corridor,59,0,woods,314,0,0,0,0,0,0,draft,
point_alpha_corridor,60,0,woods,314,0,0,0,0,0,0,draft,
point_alpha_corridor,61,0,woods,281,1,12,1,18,0,0,draft,
point_alpha_corridor,62,0,woods,255,0,0,1,20,0,0,draft,
point_alpha_corridor,63,0,woods,253,1,20,1,34,0,0,draft,
point_alpha_corridor,64,0,woods,248,0,0,1,20,0,0,draft,
point_alpha_corridor,65,0,urban,247,1,18,1,36,3,1,draft,
point_alpha_corridor,66,0,urban,247,1,16,1,8,3,1,draft,
point_alpha_corridor,67,0,urban,273,0,0,0,0,3,0,draft,
point_alpha_corridor,68,0,urban,243,1,4,0,0,3,0,draft,
point_alpha_corridor,69,0,urban,232,1,40,3,8,3,0,draft,
point_alpha_corridor,70,0,urban,246,0,0,0,0,3,0,draft,
point_alpha_corridor,71,0,urban,266,0,0,0,0,1,0,draft,
point_alpha_corridor,72,0,urban,266,0,0,0,0,3,0,draft,
point_alpha_corridor,73,0,cultivated,288,0,0,0,0,0,0,draft,
point_alpha_corridor,74,0,cultivated,310,0,0,0,0,0,0,draft,
point_alpha_corridor,75,0,cultivated,321,0,0,0,0,0,0,draft,
point_alpha_corridor,76,0,cultivated,321,0,0,0,0,0,0,draft,
point_alpha_corridor,77,0,cultivated,314,0,0,0,0,0,0,draft,
point_alpha_corridor,78,0,cultivated,293,0,0,0,0,0,0,draft,
point_alpha_corridor,79,0,cultivated,260,2,8,0,0,0,0,draft,
point_alpha_corridor,80,0,cultivated,254,0,0,1,8,0,0,draft,
point_alpha_corridor,81,0,cultivated,251,0,0,1,2,0,0,draft,
point_alpha_corridor,82,0,cultivated,250,0,0,1,20,0,0,draft,
point_alpha_corridor,83,0,woods,263,0,0,1,32,0,0,draft,
point_alpha_corridor,84,0,cultivated,255,1,0,1,4,0,0,draft,
point_alpha_corridor,85,0,woods,257,1,2,1,34,0,0,draft,
point_alpha_corridor,86,0,woods,260,1,16,1,20,0,0,draft,
point_alpha_corridor,87,0,woods,264,1,4,1,36,0,0,draft,
point_alpha_corridor,88,0,woods,305,0,0,0,0,0,0,draft,
point_alpha_corridor,89,0,woods,313,1,18,0,0,0,0,draft,
point_alpha_corridor,90,0,cultivated,323,1,16,0,0,0,0,draft,
point_alpha_corridor,91,0,cultivated,339,0,0,0,0,0,0,draft,
point_alpha_corridor,0,1,woods,359,0,0,0,0,0,0,draft,
point_alpha_corridor,1,1,woods,313,0,0,0,0,0,0,draft,
point_alpha_corridor,2,1,woods,280,0,0,1,10,0,0,draft,
point_alpha_corridor,3,1,cultivated,333,0,0,0,0,0,0,draft,
point_alpha_corridor,4,1,cultivated,349,0,0,0,0,0,0,draft,
point_alpha_corridor,5,1,cultivated,357,0,0,0,0,0,0,draft,
point_alpha_corridor,6,1,cultivated,355,0,0,0,0,0,0,draft,
point_alpha_corridor,7,1,cultivated,348,0,0,0,0,0,0,draft,
point_alpha_corridor,8,1,cultivated,345,0,0,0,0,0,0,draft,
point_alpha_corridor,9,1,cultivated,353,1,18,0,0,0,0,draft,
point_alpha_corridor,10,1,cultivated,366,1,17,0,0,0,0,draft,
point_alpha_corridor,11,1,cultivated,365,0,0,0,0,0,0,draft,
point_alpha_corridor,12,1,cultivated,362,0,0,0,0,0,0,draft,
point_alpha_corridor,13,1,cultivated,352,0,0,0,0,0,0,draft,
point_alpha_corridor,14,1,cultivated,348,0,0,0,0,0,0,draft,
point_alpha_corridor,15,1,cultivated,340,0,0,0,0,0,0,draft,
point_alpha_corridor,16,1,cultivated,336,0,0,0,0,0,0,draft,
point_alpha_corridor,17,1,cultivated,333,0,0,0,0,0,0,draft,
point_alpha_corridor,18,1,cultivated,333,0,0,0,0,0,0,draft,
point_alpha_corridor,19,1,cultivated,329,1,18,0,0,0,0,draft,
point_alpha_corridor,20,1,cultivated,323,1,51,0,0,0,0,draft,
point_alpha_corridor,21,1,cultivated,329,0,0,0,0,0,0,draft,
point_alpha_corridor,22,1,cultivated,331,0,0,0,0,0,0,draft,
point_alpha_corridor,23,1,cultivated,326,0,0,0,0,0,0,draft,
point_alpha_corridor,24,1,urban,322,0,0,0,0,1,0,draft,
point_alpha_corridor,25,1,cultivated,315,0,0,1,9,0,0,draft,
point_alpha_corridor,26,1,urban,316,1,40,0,0,3,0,draft,
point_alpha_corridor,27,1,urban,323,1,20,0,0,3,0,draft,
point_alpha_corridor,28,1,cultivated,332,1,12,0,0,0,0,draft,
point_alpha_corridor,29,1,cultivated,333,1,34,0,0,0,0,draft,
point_alpha_corridor,30,1,cultivated,338,1,18,0,0,0,0,draft,
point_alpha_corridor,31,1,cultivated,339,0,0,0,0,0,0,draft,
point_alpha_corridor,32,1,cultivated,339,1,36,0,0,0,0,draft,
point_alpha_corridor,33,1,cultivated,338,1,34,0,0,0,0,draft,
point_alpha_corridor,34,1,cultivated,338,1,24,0,0,0,0,draft,
point_alpha_corridor,35,1,cultivated,344,0,0,0,0,0,0,draft,
point_alpha_corridor,36,1,cultivated,348,0,0,0,0,0,0,draft,
point_alpha_corridor,37,1,cultivated,353,0,0,0,0,0,0,draft,
point_alpha_corridor,38,1,cultivated,355,0,0,0,0,0,0,draft,
point_alpha_corridor,39,1,cultivated,366,1,12,0,0,0,0,draft,
point_alpha_corridor,40,1,cultivated,368,1,9,0,0,0,0,draft,
point_alpha_corridor,41,1,cultivated,399,0,0,0,0,0,0,draft,
point_alpha_corridor,42,1,cultivated,413,0,0,0,0,0,0,draft,
point_alpha_corridor,43,1,woods,440,0,0,0,0,0,0,draft,
point_alpha_corridor,44,1,woods,416,0,0,0,0,0,0,draft,
point_alpha_corridor,45,1,woods,385,0,0,0,0,0,0,draft,
point_alpha_corridor,46,1,cultivated,345,0,0,0,0,0,0,draft,
point_alpha_corridor,47,1,cultivated,343,0,0,0,0,0,0,draft,
point_alpha_corridor,48,1,cultivated,334,1,5,0,0,0,0,draft,
point_alpha_corridor,49,1,cultivated,339,1,36,0,0,0,0,draft,
point_alpha_corridor,50,1,cultivated,337,0,0,0,0,0,0,draft,
point_alpha_corridor,51,1,cultivated,346,0,0,0,0,0,0,draft,
point_alpha_corridor,52,1,cultivated,345,0,0,0,0,0,0,draft,
point_alpha_corridor,53,1,cultivated,351,1,12,0,0,0,0,draft,
point_alpha_corridor,54,1,cultivated,352,1,12,0,0,0,0,draft,
point_alpha_corridor,55,1,cultivated,348,1,34,0,0,0,0,draft,
point_alpha_corridor,56,1,cultivated,334,1,24,0,0,0,0,draft,
point_alpha_corridor,57,1,cultivated,319,1,24,0,0,0,0,draft,
point_alpha_corridor,58,1,cultivated,329,0,0,0,0,0,0,draft,
point_alpha_corridor,59,1,cultivated,283,1,18,1,10,0,0,draft,
point_alpha_corridor,60,1,woods,269,1,20,1,18,0,1,draft,
point_alpha_corridor,61,1,woods,308,1,33,0,0,0,0,draft,
point_alpha_corridor,62,1,woods,293,1,34,0,0,0,0,draft,
point_alpha_corridor,63,1,woods,313,0,0,0,0,0,0,draft,
point_alpha_corridor,64,1,woods,288,1,34,0,0,0,0,draft,
point_alpha_corridor,65,1,woods,309,0,0,0,0,0,0,draft,
point_alpha_corridor,66,1,woods,301,0,0,1,33,0,0,draft,
point_alpha_corridor,67,1,urban,284,0,0,0,0,2,0,draft,
point_alpha_corridor,68,1,urban,246,0,0,0,0,3,0,draft,
point_alpha_corridor,69,1,urban,240,1,9,3,3,3,0,draft,
point_alpha_corridor,70,1,cultivated,258,0,0,3,24,0,0,draft,
point_alpha_corridor,71,1,cultivated,288,0,0,0,0,0,0,draft,
point_alpha_corridor,72,1,cultivated,290,0,0,0,0,0,0,draft,
point_alpha_corridor,73,1,cultivated,291,0,0,0,0,0,0,draft,
point_alpha_corridor,74,1,cultivated,303,0,0,0,0,0,0,draft,
point_alpha_corridor,75,1,cultivated,312,0,0,0,0,0,0,draft,
point_alpha_corridor,76,1,cultivated,315,0,0,0,0,0,0,draft,
point_alpha_corridor,77,1,cultivated,311,0,0,0,0,0,0,draft,
point_alpha_corridor,78,1,cultivated,297,0,0,0,0,0,0,draft,
point_alpha_corridor,79,1,cultivated,256,2,9,1,12,0,0,draft,
point_alpha_corridor,80,1,cultivated,282,0,0,1,9,0,0,draft,
point_alpha_corridor,81,1,cultivated,301,0,0,0,0,0,0,draft,
point_alpha_corridor,82,1,cultivated,294,0,0,0,0,0,0,draft,
point_alpha_corridor,83,1,woods,323,0,0,0,0,0,0,draft,
point_alpha_corridor,84,1,woods,316,0,0,0,0,0,0,draft,
point_alpha_corridor,85,1,woods,320,0,0,0,0,0,0,draft,
point_alpha_corridor,86,1,woods,292,0,0,0,0,0,0,draft,
point_alpha_corridor,87,1,woods,299,0,0,0,0,0,0,draft,
point_alpha_corridor,88,1,woods,265,1,38,1,40,0,0,draft,
point_alpha_corridor,89,1,woods,285,1,40,0,0,0,0,draft,
point_alpha_corridor,90,1,cultivated,324,0,0,0,0,0,0,draft,
point_alpha_corridor,91,1,cultivated,315,0,0,0,0,0,0,draft,
point_alpha_corridor,0,2,woods,315,0,0,1,4,0,0,draft,
point_alpha_corridor,1,2,cultivated,288,1,20,1,34,0,0,draft,
point_alpha_corridor,2,2,woods,296,0,0,1,17,0,0,draft,
point_alpha_corridor,3,2,woods,341,0,0,0,0,0,0,draft,
point_alpha_corridor,4,2,cultivated,359,0,0,0,0,0,0,draft,
point_alpha_corridor,5,2,cultivated,351,0,0,0,0,0,0,draft,
point_alpha_corridor,6,2,cultivated,352,0,0,0,0,0,0,draft,
point_alpha_corridor,7,2,cultivated,339,1,22,0,0,0,0,draft,
point_alpha_corridor,8,2,cultivated,342,1,18,0,0,0,0,draft,
point_alpha_corridor,9,2,cultivated,346,0,0,0,0,0,0,draft,
point_alpha_corridor,10,2,cultivated,356,0,0,0,0,0,0,draft,
point_alpha_corridor,11,2,cultivated,364,0,0,0,0,0,0,draft,
point_alpha_corridor,12,2,cultivated,354,0,0,0,0,0,0,draft,
point_alpha_corridor,13,2,cultivated,354,0,0,0,0,0,0,draft,
point_alpha_corridor,14,2,cultivated,343,0,0,0,0,0,0,draft,
point_alpha_corridor,15,2,cultivated,343,0,0,0,0,0,0,draft,
point_alpha_corridor,16,2,cultivated,336,0,0,0,0,0,0,draft,
point_alpha_corridor,17,2,cultivated,331,1,12,0,0,0,0,draft,
point_alpha_corridor,18,2,cultivated,328,1,10,0,0,0,0,draft,
point_alpha_corridor,19,2,cultivated,336,0,0,0,0,0,0,draft,
point_alpha_corridor,20,2,cultivated,331,0,0,0,0,0,0,draft,
point_alpha_corridor,21,2,cultivated,345,0,0,0,0,0,0,draft,
point_alpha_corridor,22,2,cultivated,339,0,0,0,0,0,0,draft,
point_alpha_corridor,23,2,cultivated,330,0,0,0,0,0,0,draft,
point_alpha_corridor,24,2,cultivated,320,0,0,0,0,0,0,draft,
point_alpha_corridor,25,2,cultivated,318,1,10,1,9,0,1,draft,
point_alpha_corridor,26,2,urban,319,1,19,0,0,1,0,draft,
point_alpha_corridor,27,2,cultivated,328,0,0,0,0,0,0,draft,
point_alpha_corridor,28,2,cultivated,326,1,33,0,0,0,0,draft,
point_alpha_corridor,29,2,cultivated,332,0,0,0,0,0,0,draft,
point_alpha_corridor,30,2,cultivated,335,0,0,0,0,0,0,draft,
point_alpha_corridor,31,2,cultivated,344,0,0,0,0,0,0,draft,
point_alpha_corridor,32,2,cultivated,342,0,0,0,0,0,0,draft,
point_alpha_corridor,33,2,cultivated,344,0,0,0,0,0,0,draft,
point_alpha_corridor,34,2,cultivated,341,1,5,0,0,0,0,draft,
point_alpha_corridor,35,2,cultivated,347,1,40,0,0,0,0,draft,
point_alpha_corridor,36,2,cultivated,349,0,0,0,0,0,0,draft,
point_alpha_corridor,37,2,cultivated,357,0,0,0,0,0,0,draft,
point_alpha_corridor,38,2,cultivated,359,0,0,0,0,0,0,draft,
point_alpha_corridor,39,2,cultivated,374,1,9,0,0,0,0,draft,
point_alpha_corridor,40,2,cultivated,386,1,33,0,0,0,0,draft,
point_alpha_corridor,41,2,woods,437,0,0,0,0,0,0,draft,
point_alpha_corridor,42,2,woods,458,0,0,0,0,0,0,draft,
point_alpha_corridor,43,2,woods,413,0,0,0,0,0,0,draft,
point_alpha_corridor,44,2,woods,459,0,0,0,0,0,0,draft,
point_alpha_corridor,45,2,woods,381,1,8,0,0,0,0,draft,
point_alpha_corridor,46,2,woods,362,0,0,0,0,0,0,draft,
point_alpha_corridor,47,2,woods,385,0,0,0,0,0,0,draft,
point_alpha_corridor,48,2,cultivated,344,0,0,0,0,0,0,draft,
point_alpha_corridor,49,2,cultivated,352,0,0,0,0,0,0,draft,
point_alpha_corridor,50,2,cultivated,350,1,40,0,0,0,0,draft,
point_alpha_corridor,51,2,cultivated,348,1,12,0,0,0,0,draft,
point_alpha_corridor,52,2,cultivated,350,1,12,0,0,0,0,draft,
point_alpha_corridor,53,2,cultivated,355,1,33,0,0,0,0,draft,
point_alpha_corridor,54,2,cultivated,354,1,33,0,0,0,0,draft,
point_alpha_corridor,55,2,cultivated,357,0,0,0,0,0,0,draft,
point_alpha_corridor,56,2,cultivated,338,1,3,0,0,0,0,draft,
point_alpha_corridor,57,2,cultivated,323,1,3,1,12,0,0,draft,
point_alpha_corridor,58,2,cultivated,292,1,18,1,12,0,0,draft,
point_alpha_corridor,59,2,woods,339,0,0,1,33,0,0,draft,
point_alpha_corridor,60,2,woods,322,0,0,0,0,0,0,draft,
point_alpha_corridor,61,2,woods,355,0,0,0,0,0,0,draft,
point_alpha_corridor,62,2,woods,339,0,0,0,0,0,0,draft,
point_alpha_corridor,63,2,woods,351,0,0,0,0,0,0,draft,
point_alpha_corridor,64,2,woods,333,0,0,0,0,0,0,draft,
point_alpha_corridor,65,2,cultivated,336,0,0,0,0,0,0,draft,
point_alpha_corridor,66,2,cultivated,323,0,0,0,0,0,0,draft,
point_alpha_corridor,67,2,cultivated,298,0,0,0,0,0,0,draft,
point_alpha_corridor,68,2,urban,252,0,0,0,0,3,0,draft,
point_alpha_corridor,69,2,urban,249,1,9,0,0,3,0,draft,
point_alpha_corridor,70,2,cultivated,248,0,0,3,9,0,0,draft,
point_alpha_corridor,71,2,cultivated,265,0,0,0,0,0,0,draft,
point_alpha_corridor,72,2,cultivated,296,0,0,0,0,0,0,draft,
point_alpha_corridor,73,2,cultivated,303,0,0,0,0,0,0,draft,
point_alpha_corridor,74,2,cultivated,302,0,0,0,0,0,0,draft,
point_alpha_corridor,75,2,cultivated,309,0,0,0,0,0,0,draft,
point_alpha_corridor,76,2,cultivated,313,0,0,0,0,0,0,draft,
point_alpha_corridor,77,2,cultivated,298,0,0,0,0,0,0,draft,
point_alpha_corridor,78,2,cultivated,294,2,12,0,0,0,0,draft,
point_alpha_corridor,79,2,cultivated,280,2,33,1,9,0,0,draft,
point_alpha_corridor,80,2,cultivated,296,0,0,1,33,0,0,draft,
point_alpha_corridor,81,2,cultivated,322,0,0,0,0,0,0,draft,
point_alpha_corridor,82,2,cultivated,325,0,0,0,0,0,0,draft,
point_alpha_corridor,83,2,cultivated,360,0,0,0,0,0,0,draft,
point_alpha_corridor,84,2,cultivated,342,0,0,0,0,0,0,draft,
point_alpha_corridor,85,2,woods,363,0,0,0,0,0,0,draft,
point_alpha_corridor,86,2,woods,333,0,0,0,0,0,0,draft,
point_alpha_corridor,87,2,woods,339,0,0,0,0,0,0,draft,
point_alpha_corridor,88,2,woods,280,0,0,1,5,0,0,draft,
point_alpha_corridor,89,2,woods,284,1,3,1,36,0,0,draft,
point_alpha_corridor,90,2,cultivated,297,1,24,0,0,0,0,draft,
point_alpha_corridor,91,2,cultivated,305,0,0,0,0,0,0,draft,
point_alpha_corridor,0,3,cultivated,273,1,2,0,0,0,0,draft,
point_alpha_corridor,1,3,woods,331,0,0,0,0,0,0,draft,
point_alpha_corridor,2,3,woods,289,1,36,0,0,0,0,draft,
point_alpha_corridor,3,3,woods,303,1,36,0,0,0,0,draft,
point_alpha_corridor,4,3,cultivated,351,0,0,0,0,0,0,draft,
point_alpha_corridor,5,3,cultivated,324,1,30,0,0,0,0,draft,
point_alpha_corridor,6,3,cultivated,346,1,26,0,0,0,0,draft,
point_alpha_corridor,7,3,cultivated,348,0,0,0,0,0,0,draft,
point_alpha_corridor,8,3,cultivated,339,1,36,0,0,0,0,draft,
point_alpha_corridor,9,3,cultivated,349,1,34,0,0,0,0,draft,
point_alpha_corridor,10,3,cultivated,360,1,24,0,0,0,0,draft,
point_alpha_corridor,11,3,cultivated,361,1,24,0,0,0,0,draft,
point_alpha_corridor,12,3,cultivated,359,0,0,0,0,0,0,draft,
point_alpha_corridor,13,3,cultivated,348,0,0,0,0,0,0,draft,
point_alpha_corridor,14,3,cultivated,349,0,0,0,0,0,0,draft,
point_alpha_corridor,15,3,cultivated,338,0,0,0,0,0,0,draft,
point_alpha_corridor,16,3,cultivated,337,1,12,0,0,0,0,draft,
point_alpha_corridor,17,3,cultivated,336,1,33,0,0,0,0,draft,
point_alpha_corridor,18,3,cultivated,333,1,33,0,0,0,0,draft,
point_alpha_corridor,19,3,cultivated,349,0,0,0,0,0,0,draft,
point_alpha_corridor,20,3,cultivated,340,0,0,0,0,0,0,draft,
point_alpha_corridor,21,3,cultivated,346,0,0,0,0,0,0,draft,
point_alpha_corridor,22,3,cultivated,337,0,0,0,0,0,0,draft,
point_alpha_corridor,23,3,cultivated,332,0,0,0,0,0,0,draft,
point_alpha_corridor,24,3,cultivated,323,1,12,0,0,0,0,draft,
point_alpha_corridor,25,3,cultivated,320,1,33,1,15,0,0,draft,
point_alpha_corridor,26,3,cultivated,324,0,0,1,24,0,0,draft,
point_alpha_corridor,27,3,cultivated,331,0,0,0,0,0,0,draft,
point_alpha_corridor,28,3,cultivated,334,0,0,0,0,0,0,draft,
point_alpha_corridor,29,3,cultivated,338,0,0,0,0,0,0,draft,
point_alpha_corridor,30,3,cultivated,334,0,0,0,0,0,0,draft,
point_alpha_corridor,31,3,cultivated,342,0,0,0,0,0,0,draft,
point_alpha_corridor,32,3,cultivated,343,0,0,0,0,0,0,draft,
point_alpha_corridor,33,3,cultivated,349,0,0,0,0,0,0,draft,
point_alpha_corridor,34,3,cultivated,345,0,0,0,0,0,0,draft,
point_alpha_corridor,35,3,cultivated,353,1,3,0,0,0,0,draft,
point_alpha_corridor,36,3,cultivated,352,1,24,0,0,0,0,draft,
point_alpha_corridor,37,3,cultivated,358,1,24,0,0,0,0,draft,
point_alpha_corridor,38,3,cultivated,364,0,0,0,0,0,0,draft,
point_alpha_corridor,39,3,cultivated,380,1,9,0,0,0,0,draft,
point_alpha_corridor,40,3,woods,395,0,0,0,0,0,0,draft,
point_alpha_corridor,41,3,woods,453,0,0,0,0,0,0,draft,
point_alpha_corridor,42,3,woods,453,0,0,0,0,0,0,draft,
point_alpha_corridor,43,3,cultivated,387,1,18,0,0,0,0,draft,
point_alpha_corridor,44,3,woods,417,1,24,0,0,0,0,draft,
point_alpha_corridor,45,3,cultivated,358,1,17,0,0,0,0,draft,
point_alpha_corridor,46,3,woods,361,0,0,0,0,0,0,draft,
point_alpha_corridor,47,3,woods,347,0,0,0,0,0,0,draft,
point_alpha_corridor,48,3,woods,366,0,0,0,0,0,0,draft,
point_alpha_corridor,49,3,cultivated,342,0,0,0,0,0,0,draft,
point_alpha_corridor,50,3,cultivated,347,1,9,0,0,0,0,draft,
point_alpha_corridor,51,3,cultivated,348,1,17,0,0,0,0,draft,
point_alpha_corridor,52,3,cultivated,351,1,33,0,0,0,0,draft,
point_alpha_corridor,53,3,cultivated,356,0,0,0,0,0,0,draft,
point_alpha_corridor,54,3,cultivated,358,0,0,0,0,0,0,draft,
point_alpha_corridor,55,3,cultivated,359,0,0,0,0,0,0,draft,
point_alpha_corridor,56,3,cultivated,350,0,0,0,0,0,0,draft,
point_alpha_corridor,57,3,woods,309,0,0,1,9,0,0,draft,
point_alpha_corridor,58,3,woods,297,0,0,1,33,0,0,draft,
point_alpha_corridor,59,3,woods,359,0,0,0,0,0,0,draft,
point_alpha_corridor,60,3,woods,352,0,0,0,0,0,0,draft,
point_alpha_corridor,61,3,woods,363,0,0,0,0,0,0,draft,
point_alpha_corridor,62,3,woods,355,0,0,0,0,0,0,draft,
point_alpha_corridor,63,3,woods,354,0,0,0,0,0,0,draft,
point_alpha_corridor,64,3,woods,346,0,0,0,0,0,0,draft,
point_alpha_corridor,65,3,cultivated,325,0,0,0,0,0,0,draft,
point_alpha_corridor,66,3,cultivated,320,0,0,0,0,0,0,draft,
point_alpha_corridor,67,3,cultivated,288,0,0,0,0,0,0,draft,
point_alpha_corridor,68,3,cultivated,279,0,0,0,0,0,0,draft,
point_alpha_corridor,69,3,cultivated,243,1,9,3,18,0,1,draft,
point_alpha_corridor,70,3,cultivated,241,0,0,3,17,0,0,draft,
point_alpha_corridor,71,3,cultivated,257,0,0,0,0,0,0,draft,
point_alpha_corridor,72,3,cultivated,296,0,0,0,0,0,0,draft,
point_alpha_corridor,73,3,cultivated,306,0,0,0,0,0,0,draft,
point_alpha_corridor,74,3,cultivated,308,0,0,0,0,0,0,draft,
point_alpha_corridor,75,3,cultivated,303,0,0,0,0,0,0,draft,
point_alpha_corridor,76,3,cultivated,306,0,0,0,0,0,0,draft,
point_alpha_corridor,77,3,cultivated,287,2,10,0,0,0,0,draft,
point_alpha_corridor,78,3,cultivated,269,2,17,1,12,0,0,draft,
point_alpha_corridor,79,3,cultivated,297,0,0,1,33,0,0,draft,
point_alpha_corridor,80,3,cultivated,306,0,0,0,0,0,0,draft,
point_alpha_corridor,81,3,cultivated,340,0,0,0,0,0,0,draft,
point_alpha_corridor,82,3,cultivated,349,0,0,0,0,0,0,draft,
point_alpha_corridor,83,3,woods,391,0,0,0,0,0,0,draft,
point_alpha_corridor,84,3,woods,364,0,0,0,0,0,0,draft,
point_alpha_corridor,85,3,woods,390,0,0,0,0,0,0,draft,
point_alpha_corridor,86,3,cultivated,351,0,0,0,0,0,0,draft,
point_alpha_corridor,87,3,woods,354,0,0,0,0,0,0,draft,
point_alpha_corridor,88,3,woods,314,0,0,0,0,0,0,draft,
point_alpha_corridor,89,3,woods,323,0,0,0,0,0,0,draft,
point_alpha_corridor,90,3,cultivated,272,1,5,1,40,0,0,draft,
point_alpha_corridor,91,3,cultivated,285,1,40,0,0,0,0,draft,
point_alpha_corridor,0,4,woods,345,0,0,0,0,0,0,draft,
point_alpha_corridor,1,4,woods,354,0,0,0,0,0,0,draft,
point_alpha_corridor,2,4,woods,323,0,0,0,0,0,0,draft,
point_alpha_corridor,3,4,cultivated,353,0,0,0,0,0,0,draft,
point_alpha_corridor,4,4,woods,333,1,34,0,0,0,0,draft,
point_alpha_corridor,5,4,cultivated,356,1,9,0,0,0,0,draft,
point_alpha_corridor,6,4,cultivated,350,1,33,0,0,0,0,draft,
point_alpha_corridor,7,4,cultivated,348,0,0,0,0,0,0,draft,
point_alpha_corridor,8,4,cultivated,343,0,0,0,0,0,0,draft,
point_alpha_corridor,9,4,cultivated,356,0,0,0,0,0,0,draft,
point_alpha_corridor,10,4,cultivated,364,1,3,0,0,0,0,draft,
point_alpha_corridor,11,4,cultivated,358,1,3,0,0,0,0,draft,
point_alpha_corridor,12,4,cultivated,354,1,24,0,0,0,0,draft,
