map_key,feature_id,feature_type,feature_class,sequence,easting_m,northing_m,source_status
point_alpha_corridor,8,road,1,66,556802.028,5615038.358,draft
point_alpha_corridor,8,road,1,67,556752.66,5615057.214,draft
point_alpha_corridor,8,road,1,68,556725.628,5615084.467,draft
point_alpha_corridor,8,road,1,69,556693.598,5615097.055,draft
point_alpha_corridor,8,road,1,70,556625.863,5615107.593,draft
point_alpha_corridor,8,road,1,71,556582.057,5615113.323,draft
point_alpha_corridor,8,road,1,72,556538.87,5615162.849,draft
point_alpha_corridor,9,road,1,0,558646.129,5617149.157,draft
point_alpha_corridor,9,road,1,1,558700.984,5617117.938,draft
point_alpha_corridor,9,road,1,2,558742.919,5617087.016,draft
point_alpha_corridor,9,road,1,3,558753.818,5617068.305,draft
point_alpha_corridor,9,road,1,4,558759.381,5617058.754,draft
point_alpha_corridor,9,road,1,5,558785.564,5617021.157,draft
point_alpha_corridor,9,road,1,6,558824.323,5616990.17,draft
point_alpha_corridor,9,road,1,7,558850.184,5616968.454,draft
point_alpha_corridor,9,road,1,8,558854.135,5616930.405,draft
point_alpha_corridor,9,road,1,9,558854.91,5616892.292,draft
point_alpha_corridor,9,road,1,10,558864.554,5616730.439,draft
point_alpha_corridor,9,road,1,11,558874.728,5616698.871,draft
point_alpha_corridor,9,road,1,12,558891.319,5616664.257,draft
point_alpha_corridor,9,road,1,13,558913.939,5616645.652,draft
point_alpha_corridor,9,road,1,14,558952.44,5616627.37,draft
point_alpha_corridor,9,road,1,15,559003.387,5616622.051,draft
point_alpha_corridor,9,road,1,16,559057.38,5616623.148,draft
point_alpha_corridor,9,road,1,17,559114.551,5616624.31,draft
point_alpha_corridor,9,road,1,18,559159.081,5616622.037,draft
point_alpha_corridor,9,road,1,19,559206.787,5616619.83,draft
point_alpha_corridor,9,road,1,20,559270.761,5616598.888,draft
point_alpha_corridor,9,road,1,21,559324.764,5616574.506,draft
point_alpha_corridor,9,road,1,22,559509.47,5616458.856,draft
point_alpha_corridor,9,road,1,23,559556.031,5616421.236,draft
point_alpha_corridor,9,road,1,24,559598.019,5616371.472,draft
point_alpha_corridor,9,road,1,25,559640.006,5616321.708,draft
point_alpha_corridor,9,road,1,26,559686.567,5616284.088,draft
point_alpha_corridor,9,road,1,27,559730.572,5616253.648,draft
point_alpha_corridor,9,road,1,28,559772.168,5616223.159,draft
point_alpha_corridor,9,road,1,29,559806.83,5616178.066,draft
point_alpha_corridor,9,road,1,30,559829.591,5616125.501,draft
point_alpha_corridor,9,road,1,31,559855.056,5616058.528,draft
point_alpha_corridor,9,road,1,32,559887.357,5616010.978,draft
point_alpha_corridor,9,road,1,33,559934.114,5615963.721,draft
point_alpha_corridor,9,road,1,34,560002.653,5615912.086,draft
point_alpha_corridor,9,road,1,35,560051.673,5615872.106,draft
point_alpha_corridor,9,road,1,36,560086.236,5615831.832,draft
point_alpha_corridor,9,road,1,37,560113.915,5615774.546,draft
point_alpha_corridor,9,road,1,38,560129.84,5615702.559,draft
point_alpha_corridor,9,road,1,39,560150.181,5615531.836,draft
point_alpha_corridor,9,road,1,40,560160.798,5615483.845,draft
point_alpha_corridor,9,road,1,41,560183.364,5615440.917,draft
point_alpha_corridor,9,road,1,42,560213.108,5615400.545,draft
point_alpha_corridor,9,road,1,43,560254.753,5615367.647,draft
point_alpha_corridor,9,road,1,44,560296.3,5615339.567,draft
point_alpha_corridor,9,road,1,45,560328.356,5615304.063,draft
point_alpha_corridor,9,road,1,46,560346.054,5615263.446,draft
point_alpha_corridor,9,road,1,47,560346.935,5615220.078,draft
point_alpha_corridor,9,road,1,48,560335.77,5615176.464,draft
point_alpha_corridor,9,road,1,49,560324.751,5615125.623,draft
point_alpha_corridor,9,road,1,50,560320.862,5615079.747,draft
point_alpha_corridor,9,road,1,51,560324.3,5615029.199,draft
point_alpha_corridor,9,road,1,52,560337.718,5614961.982,draft
point_alpha_corridor,9,road,1,53,560358.559,5614885.274,draft
point_alpha_corridor,9,road,1,54,560364.455,5614832.366,draft
point_alpha_corridor,9,road,1,55,560363.759,5614747.989,draft
point_alpha_corridor,10,road,1,0,560134.822,5613280.442,draft
point_alpha_corridor,10,road,1,1,560053.141,5613064.62,draft
point_alpha_corridor,10,road,1,2,560038.274,5613008.276,draft
point_alpha_corridor,10,road,1,3,560034.228,5612961.158,draft
point_alpha_corridor,10,road,1,4,560035.041,5612921.144,draft
point_alpha_corridor,10,road,1,5,560037.529,5612897.176,draft
point_alpha_corridor,10,road,1,6,560118.348,5612170.266,draft
point_alpha_corridor,10,road,1,7,560133.425,5612068.495,draft
point_alpha_corridor,10,road,1,8,560136.934,5612043.547,draft
point_alpha_corridor,10,road,1,9,560145.567,5612012.699,draft
point_alpha_corridor,10,road,1,10,560162.162,5611984.014,draft
point_alpha_corridor,10,road,1,11,560178.615,5611962.332,draft
point_alpha_corridor,10,road,1,12,560206.213,5611933.871,draft
point_alpha_corridor,10,road,1,13,560249.183,5611887.708,draft
point_alpha_corridor,10,road,1,14,560278.843,5611856.286,draft
point_alpha_corridor,10,road,1,15,560311.708,5611814.922,draft
point_alpha_corridor,10,road,1,16,560412.501,5611631.829,draft
point_alpha_corridor,10,road,1,17,560524.048,5611449.787,draft
point_alpha_corridor,10,road,1,18,560550.532,5611397.368,draft
point_alpha_corridor,10,road,1,19,560568.59,5611342.66,draft
point_alpha_corridor,10,road,1,20,560604.437,5611142.152,draft
point_alpha_corridor,10,road,1,21,560685.352,5610912.904,draft
point_alpha_corridor,11,road,1,0,561034.324,5611171.103,draft
point_alpha_corridor,11,road,1,1,561047.105,5611182.371,draft
point_alpha_corridor,11,road,1,2,561072.423,5611216.911,draft
point_alpha_corridor,11,road,1,3,561079.877,5611244.083,draft
point_alpha_corridor,11,road,1,4,561082.025,5611286.158,draft
point_alpha_corridor,11,road,1,5,561076.109,5611331.072,draft
point_alpha_corridor,11,road,1,6,561040.399,5611512.485,draft
point_alpha_corridor,11,road,1,7,561036.687,5611547.436,draft
point_alpha_corridor,11,road,1,8,561039.261,5611568.504,draft
point_alpha_corridor,11,road,1,9,561049.737,5611594.737,draft
point_alpha_corridor,11,road,1,10,561104.388,5611811.01,draft
point_alpha_corridor,12,road,1,0,559674.979,5613157.013,draft
point_alpha_corridor,12,road,1,1,559697.79,5613092.848,draft
point_alpha_corridor,12,road,1,2,559698.839,5613041.236,draft
point_alpha_corridor,12,road,1,3,559676.228,5612981.2,draft
point_alpha_corridor,12,road,1,4,559641.626,5612924.893,draft
point_alpha_corridor,12,road,1,5,559635.541,5612833.418,draft
point_alpha_corridor,13,road,1,0,553747.296,5610508.592,draft
point_alpha_corridor,13,road,1,1,553818.463,5610476.46,draft
point_alpha_corridor,13,road,1,2,553874.367,5610461.709,draft
point_alpha_corridor,13,road,1,3,553925.354,5610428.324,draft
point_alpha_corridor,13,road,1,4,553965.647,5610400.017,draft
point_alpha_corridor,13,road,1,5,554006.208,5610358.476,draft
point_alpha_corridor,13,road,1,6,554054.767,5610299.743,draft
point_alpha_corridor,13,road,1,7,554094.446,5610218.488,draft
point_alpha_corridor,13,road,1,8,554179.031,5610045.076,draft
point_alpha_corridor,13,road,1,9,554198.688,5610013.452,draft
point_alpha_corridor,13,road,1,10,554228.45,5609977.029,draft
point_alpha_corridor,13,road,1,11,554266.092,5609946.771,draft
point_alpha_corridor,13,road,1,12,554485.539,5609785.106,draft
point_alpha_corridor,13,road,1,13,554695.942,5609625.259,draft
point_alpha_corridor,14,road,1,0,555550.261,5611660.131,draft
point_alpha_corridor,14,road,1,1,555428.341,5611651.649,draft
point_alpha_corridor,14,road,1,2,555400.84,5611626.071,draft
point_alpha_corridor,14,road,1,3,555328.137,5611559.545,draft
point_alpha_corridor,14,road,1,4,555186.414,5611436.293,draft
point_alpha_corridor,14,road,1,5,555147.466,5611398.432,draft
point_alpha_corridor,14,road,1,6,555095.07,5611370.889,draft
point_alpha_corridor,14,road,1,7,555058.554,5611343.669,draft
point_alpha_corridor,14,road,1,8,555014.312,5611305.7,draft
point_alpha_corridor,14,road,1,9,554988.759,5611260.168,draft
point_alpha_corridor,14,road,1,10,554965.907,5611212.043,draft
point_alpha_corridor,14,road,1,11,554961.366,5611174.881,draft
point_alpha_corridor,14,road,1,12,554957.095,5611124.486,draft
point_alpha_corridor,14,road,1,13,554934.35,5611071.067,draft
point_alpha_corridor,14,road,1,14,554896.263,5610990.858,draft
point_alpha_corridor,14,road,1,15,554865.524,5610939.925,draft
point_alpha_corridor,14,road,1,16,554826.684,5610896.77,draft
point_alpha_corridor,14,road,1,17,554787.951,5610848.322,draft
point_alpha_corridor,14,road,1,18,554749.057,5610807.815,draft
point_alpha_corridor,14,road,1,19,554718.157,5610764.822,draft
point_alpha_corridor,14,road,1,20,554695.412,5610711.403,draft
point_alpha_corridor,14,road,1,21,554688.494,5610660.954,draft
point_alpha_corridor,14,road,1,22,554684.384,5610602.618,draft
point_alpha_corridor,14,road,1,23,554693.292,5610555.139,draft
point_alpha_corridor,14,road,1,24,554715.864,5610486.754,draft
point_alpha_corridor,14,road,1,25,554722.61,5610415.4,draft
point_alpha_corridor,14,road,1,26,554734.326,5610360.034,draft
point_alpha_corridor,14,road,1,27,554751.498,5610296.835,draft
point_alpha_corridor,14,road,1,28,554776.394,5610244.385,draft
point_alpha_corridor,14,road,1,29,554790.596,5610197.013,draft
point_alpha_corridor,14,road,1,30,554791.671,5610144.078,draft
point_alpha_corridor,14,road,1,31,554795.555,5610083.257,draft
point_alpha_corridor,14,road,1,32,554807.271,5610027.891,draft
point_alpha_corridor,14,road,1,33,554834.976,5609967.554,draft
point_alpha_corridor,14,road,1,34,554846.423,5609925.422,draft
point_alpha_corridor,14,road,1,35,554841.936,5609885.614,draft
point_alpha_corridor,14,road,1,36,554824.27,5609842.889,draft
point_alpha_corridor,14,road,1,37,554790.992,5609786.609,draft
point_alpha_corridor,14,road,1,38,554765.654,5609730.49,draft
point_alpha_corridor,14,road,1,39,554695.942,5609625.259,draft
point_alpha_corridor,15,road,1,0,555704.436,5612149.629,draft
point_alpha_corridor,15,road,1,1,555593.886,5612123.365,draft
point_alpha_corridor,15,road,1,2,555558.976,5612117.651,draft
point_alpha_corridor,15,road,1,3,555186.419,5612082.059,draft
point_alpha_corridor,16,road,1,0,554340.496,5613732.758,draft
point_alpha_corridor,16,road,1,1,554292.755,5613644.592,draft
point_alpha_corridor,16,road,1,2,554273.981,5613589.503,draft
point_alpha_corridor,16,road,1,3,554274.991,5613539.79,draft
point_alpha_corridor,16,road,1,4,554285.843,5613495.25,draft
point_alpha_corridor,16,road,1,5,554286.955,5613440.565,draft
point_alpha_corridor,16,road,1,6,554279.178,5613340.578,draft
point_alpha_corridor,17,road,1,0,556674.52,5616809.853,draft
point_alpha_corridor,17,road,1,1,556575.482,5616639.427,draft
point_alpha_corridor,17,road,1,2,556519.603,5616574.742,draft
point_alpha_corridor,17,road,1,3,556410.828,5616454.967,draft
point_alpha_corridor,17,road,1,4,556380.165,5616400.328,draft
point_alpha_corridor,17,road,1,5,556359.223,5616336.354,draft
point_alpha_corridor,17,road,1,6,556312.873,5616271.863,draft
point_alpha_corridor,17,road,1,7,556256.22,5616245.292,draft
point_alpha_corridor,17,road,1,8,556200.018,5616196.488,draft
point_alpha_corridor,17,road,1,9,556153.603,5616135.174,draft
point_alpha_corridor,17,road,1,10,556107.511,5616057.979,draft
point_alpha_corridor,17,road,1,11,556017.923,5615915.009,draft
point_alpha_corridor,17,road,1,12,555958.538,5615836.524,draft
point_alpha_corridor,17,road,1,13,555896.539,5615791.827,draft
point_alpha_corridor,17,road,1,14,555828.071,5615740.788,draft
point_alpha_corridor,17,road,1,15,555759.266,5615706.291,draft
point_alpha_corridor,17,road,1,16,555693.219,5615650.234,draft
point_alpha_corridor,18,road,2,0,557653.544,5616697.653,draft
point_alpha_corridor,18,road,2,1,558037.806,5616872.445,draft
point_alpha_corridor,18,road,2,2,558646.129,5617149.157,draft
point_alpha_corridor,19,road,1,0,554080.093,5613878.939,draft
point_alpha_corridor,19,road,1,1,554087.701,5613800.035,draft
point_alpha_corridor,19,road,1,2,554094.427,5613666.07,draft
point_alpha_corridor,19,road,1,3,554086.315,5613572.836,draft
point_alpha_corridor,19,road,1,4,554079.065,5613535.66,draft
point_alpha_corridor,19,road,1,5,554066.874,5613495.383,draft
point_alpha_corridor,19,road,1,6,554017.154,5613381.287,draft
point_alpha_corridor,20,road,1,0,556651.463,5613020.517,draft
point_alpha_corridor,20,road,1,1,556593.387,5613071.376,draft
point_alpha_corridor,20,road,1,2,556573.994,5613089.996,draft
point_alpha_corridor,20,road,1,3,556552.723,5613102.573,draft
point_alpha_corridor,20,road,1,4,556376.159,5613173.041,draft
point_alpha_corridor,20,road,1,5,556299.482,5613203.507,draft
point_alpha_corridor,21,road,1,0,556941.177,5613291.604,draft
point_alpha_corridor,21,road,1,1,556651.463,5613020.517,draft
point_alpha_corridor,22,road,1,0,555802.973,5611831.391,draft
point_alpha_corridor,22,road,1,1,555907.259,5611900.88,draft
point_alpha_corridor,22,road,1,2,555927.182,5611904.141,draft
point_alpha_corridor,22,road,1,3,555959.219,5611873.38,draft
point_alpha_corridor,22,road,1,4,556157.326,5611680.366,draft
point_alpha_corridor,22,road,1,5,556287.459,5611600.196,draft
point_alpha_corridor,22,road,1,6,556348.705,5611581.456,draft
point_alpha_corridor,23,road,1,0,554429.338,5613682.886,draft
point_alpha_corridor,23,road,1,1,554340.496,5613732.758,draft
point_alpha_corridor,24,road,1,0,557228.202,5610149.067,draft
point_alpha_corridor,24,road,1,1,557226.258,5610096.988,draft
point_alpha_corridor,24,road,1,2,557219.967,5610061.834,draft
point_alpha_corridor,24,road,1,3,557186.109,5609955.067,draft
point_alpha_corridor,24,road,1,4,557262.516,5609888.568,draft
point_alpha_corridor,24,road,1,5,557291.973,5609867.15,draft
point_alpha_corridor,24,road,1,6,557310.508,5609841.507,draft
point_alpha_corridor,24,road,1,7,557426.168,5609714.76,draft
point_alpha_corridor,25,road,1,0,557228.202,5610149.067,draft
point_alpha_corridor,25,road,1,1,557278.321,5610145.081,draft
point_alpha_corridor,25,road,1,2,557317.496,5610137.871,draft
point_alpha_corridor,25,road,1,3,557376.882,5610121.064,draft
point_alpha_corridor,25,road,1,4,557437.451,5610095.275,draft
point_alpha_corridor,25,road,1,5,557489.058,5610067.301,draft
point_alpha_corridor,25,road,1,6,557528.762,5610034.082,draft
point_alpha_corridor,25,road,1,7,557551.257,5610010.521,draft
point_alpha_corridor,25,road,1,8,557766.592,5609755.702,draft
point_alpha_corridor,25,road,1,9,557791.987,5609737.203,draft
point_alpha_corridor,25,road,1,10,557824.363,5609719.848,draft
point_alpha_corridor,25,road,1,11,557860.66,5609706.575,draft
point_alpha_corridor,25,road,1,12,557888.853,5609698.14,draft
point_alpha_corridor,25,road,1,13,557935.031,5609691.073,draft
point_alpha_corridor,25,road,1,14,558100.757,5609661.415,draft
point_alpha_corridor,25,road,1,15,558146.037,5609649.325,draft
point_alpha_corridor,25,road,1,16,558183.476,5609629.07,draft
point_alpha_corridor,25,road,1,17,558236.51,5609580.11,draft
point_alpha_corridor,25,road,1,18,558272.355,5609539.807,draft
point_alpha_corridor,25,road,1,19,558302.096,5609504.384,draft
point_alpha_corridor,25,road,1,20,558339.145,5609454.098,draft
point_alpha_corridor,25,road,1,21,558421.529,5609339.685,draft
point_alpha_corridor,25,road,1,22,558467.987,5609269.575,draft
point_alpha_corridor,26,road,1,0,554340.496,5613732.758,draft
point_alpha_corridor,26,road,1,1,554080.093,5613878.939,draft
point_alpha_corridor,27,road,1,0,554926.215,5613978.724,draft
point_alpha_corridor,27,road,1,1,554844.885,5613917.502,draft
point_alpha_corridor,27,road,1,2,554766.834,5613867.88,draft
point_alpha_corridor,27,road,1,3,554700.726,5613821.502,draft
point_alpha_corridor,27,road,1,4,554664.202,5613796.742,draft
point_alpha_corridor,27,road,1,5,554429.338,5613682.886,draft
point_alpha_corridor,28,road,1,0,556082.025,5612774.768,draft
point_alpha_corridor,28,road,1,1,556162.069,5612972.542,draft
point_alpha_corridor,28,road,1,2,556172.646,5612993.773,draft
point_alpha_corridor,28,road,1,3,556190.123,5613020.148,draft
point_alpha_corridor,28,road,1,4,556299.482,5613203.507,draft
point_alpha_corridor,29,road,1,0,556538.87,5615162.849,draft
point_alpha_corridor,29,road,1,1,556505.131,5615247.227,draft
point_alpha_corridor,29,road,1,2,556487.759,5615264.888,draft
point_alpha_corridor,29,road,1,3,556443.119,5615305.115,draft
point_alpha_corridor,29,road,1,4,556421.73,5615315.272,draft
point_alpha_corridor,29,road,1,5,556397.99,5615310.817,draft
point_alpha_corridor,29,road,1,6,556353.083,5615293.174,draft
point_alpha_corridor,29,road,1,7,556322.961,5615289.434,draft
point_alpha_corridor,29,road,1,8,556294.58,5615296.025,draft
point_alpha_corridor,29,road,1,9,556259.126,5615320.724,draft
point_alpha_corridor,29,road,1,10,556188.154,5615373.297,draft
point_alpha_corridor,29,road,1,11,556087.952,5615457.051,draft
point_alpha_corridor,29,road,1,12,556030.008,5615494.002,draft
point_alpha_corridor,29,road,1,13,555863.923,5615564.056,draft
point_alpha_corridor,29,road,1,14,555792.846,5615594.036,draft
point_alpha_corridor,29,road,1,15,555693.219,5615650.234,draft
point_alpha_corridor,30,road,2,0,555672.619,5615991.626,draft
point_alpha_corridor,30,road,2,1,555618.763,5616075.212,draft
point_alpha_corridor,30,road,2,2,555580.595,5616173.881,draft
point_alpha_corridor,30,road,2,3,555463.19,5616385.931,draft
point_alpha_corridor,30,road,2,4,555412.151,5616454.4,draft
point_alpha_corridor,30,road,2,5,555365.953,5616504.016,draft
point_alpha_corridor,30,road,2,6,555297.258,5616547.822,draft
point_alpha_corridor,30,road,2,7,555224.413,5616573.463,draft
point_alpha_corridor,30,road,2,8,555147.325,5616585.456,draft
point_alpha_corridor,30,road,2,9,555016.476,5616573.756,draft
point_alpha_corridor,30,road,2,10,554912.829,5616558.088,draft
point_alpha_corridor,30,road,2,11,554817.943,5616556.159,draft
point_alpha_corridor,30,road,2,12,554736.428,5616563.542,draft
point_alpha_corridor,30,road,2,13,554659.157,5616584.572,draft
point_alpha_corridor,30,road,2,14,554595.44,5616605.878,draft
point_alpha_corridor,30,road,2,15,554517.985,5616635.945,draft
point_alpha_corridor,30,road,2,16,554413.511,5616660.943,draft
point_alpha_corridor,30,road,2,17,554323.143,5616659.106,draft
point_alpha_corridor,30,road,2,18,554259.978,5616653.301,draft
point_alpha_corridor,30,road,2,19,554176.852,5616626.858,draft
point_alpha_corridor,30,road,2,20,554108.736,5616591.051,draft
point_alpha_corridor,31,road,1,0,557160.691,5610171.713,draft
