map_key,x,y,direction,neighbor_x,neighbor_y,road_class,river_class,crossing_type,source_status
point_alpha_corridor,35,2,8,35,3,1,0,none,draft
point_alpha_corridor,39,2,8,39,3,1,0,none,draft
point_alpha_corridor,45,2,8,45,3,1,0,none,draft
point_alpha_corridor,50,2,8,50,3,1,0,none,draft
point_alpha_corridor,51,2,4,52,3,1,0,none,draft
point_alpha_corridor,51,2,8,51,3,1,0,none,draft
point_alpha_corridor,52,2,4,53,2,1,0,none,draft
point_alpha_corridor,52,2,8,52,3,1,0,none,draft
point_alpha_corridor,57,2,2,58,2,1,0,none,draft
point_alpha_corridor,57,2,4,58,3,0,1,none,draft
point_alpha_corridor,57,2,8,57,3,0,1,none,draft
point_alpha_corridor,58,2,4,59,2,0,1,none,draft
point_alpha_corridor,58,2,8,58,3,0,1,none,draft
point_alpha_corridor,69,2,8,69,3,1,0,none,draft
point_alpha_corridor,70,2,8,70,3,0,3,none,draft
point_alpha_corridor,78,2,4,79,2,2,0,none,draft
point_alpha_corridor,78,2,8,78,3,2,0,none,draft
point_alpha_corridor,79,2,8,79,3,0,1,none,draft
point_alpha_corridor,88,2,4,89,2,0,1,none,draft
point_alpha_corridor,89,2,2,90,2,1,0,none,draft
point_alpha_corridor,89,2,4,90,3,0,1,none,draft
point_alpha_corridor,90,2,8,90,3,1,0,none,draft
point_alpha_corridor,2,3,4,3,3,1,0,none,draft
point_alpha_corridor,3,3,4,4,4,1,0,none,draft
point_alpha_corridor,5,3,2,6,3,1,0,none,draft
point_alpha_corridor,5,3,4,6,4,1,0,none,draft
point_alpha_corridor,5,3,8,5,4,1,0,none,draft
point_alpha_corridor,5,3,16,4,4,1,0,none,draft
point_alpha_corridor,6,3,8,6,4,1,0,none,draft
point_alpha_corridor,8,3,4,9,3,1,0,none,draft
point_alpha_corridor,9,3,2,10,3,1,0,none,draft
point_alpha_corridor,10,3,8,10,4,1,0,none,draft
point_alpha_corridor,11,3,8,11,4,1,0,none,draft
point_alpha_corridor,11,3,16,10,4,1,0,none,draft
point_alpha_corridor,16,3,4,17,3,1,0,none,draft
point_alpha_corridor,16,3,8,16,4,1,0,none,draft
point_alpha_corridor,24,3,4,25,3,1,0,none,draft
point_alpha_corridor,24,3,8,24,4,1,0,none,draft
point_alpha_corridor,25,3,2,26,3,0,1,none,draft
point_alpha_corridor,25,3,4,26,4,0,1,none,draft
point_alpha_corridor,25,3,8,25,4,0,1,none,draft
point_alpha_corridor,26,3,8,26,4,0,1,none,draft
point_alpha_corridor,35,3,2,36,3,1,0,none,draft
point_alpha_corridor,36,3,8,36,4,1,0,none,draft
point_alpha_corridor,37,3,8,37,4,1,0,none,draft
point_alpha_corridor,37,3,16,36,4,1,0,none,draft
point_alpha_corridor,39,3,8,39,4,1,0,none,draft
point_alpha_corridor,43,3,2,44,3,1,0,none,draft
point_alpha_corridor,43,3,16,42,4,1,0,none,draft
point_alpha_corridor,44,3,8,44,4,1,0,none,draft
point_alpha_corridor,45,3,16,44,4,1,0,none,draft
point_alpha_corridor,50,3,8,50,4,1,0,none,draft
point_alpha_corridor,51,3,16,50,4,1,0,none,draft
point_alpha_corridor,57,3,8,57,4,0,1,none,draft
point_alpha_corridor,69,3,2,70,3,0,3,none,draft
point_alpha_corridor,69,3,8,69,4,1,3,bridge,draft
point_alpha_corridor,69,3,16,68,4,0,3,none,draft
point_alpha_corridor,77,3,2,78,3,2,0,none,draft
point_alpha_corridor,77,3,8,77,4,2,0,none,draft
point_alpha_corridor,78,3,4,79,3,0,1,none,draft
point_alpha_corridor,78,3,8,78,4,0,1,none,draft
point_alpha_corridor,90,3,4,91,3,1,0,none,draft
point_alpha_corridor,90,3,8,90,4,0,1,none,draft
point_alpha_corridor,91,3,8,91,4,1,0,none,draft
point_alpha_corridor,5,4,8,5,5,1,0,none,draft
point_alpha_corridor,11,4,2,12,4,1,0,none,draft
point_alpha_corridor,12,4,8,12,5,1,0,none,draft
point_alpha_corridor,13,4,8,13,5,1,0,none,draft
point_alpha_corridor,13,4,16,12,5,1,0,none,draft
point_alpha_corridor,16,4,8,16,5,1,0,none,draft
point_alpha_corridor,24,4,8,24,5,1,0,none,draft
point_alpha_corridor,25,4,8,25,5,0,1,none,draft
point_alpha_corridor,37,4,2,38,4,1,0,none,draft
point_alpha_corridor,38,4,8,38,5,1,0,none,draft
point_alpha_corridor,39,4,16,38,5,1,0,none,draft
point_alpha_corridor,42,4,8,42,5,1,0,none,draft
point_alpha_corridor,43,4,4,44,5,1,0,none,draft
point_alpha_corridor,43,4,16,42,5,1,0,none,draft
point_alpha_corridor,45,4,4,46,5,1,0,none,draft
point_alpha_corridor,45,4,16,44,5,1,0,none,draft
point_alpha_corridor,47,4,4,48,5,1,0,none,draft
point_alpha_corridor,47,4,16,46,5,1,0,none,draft
point_alpha_corridor,50,4,8,50,5,1,0,none,draft
point_alpha_corridor,57,4,16,56,5,0,1,none,draft
point_alpha_corridor,67,4,2,68,4,0,3,none,draft
point_alpha_corridor,67,4,16,66,5,0,3,none,draft
point_alpha_corridor,69,4,8,69,5,1,0,none,draft
point_alpha_corridor,76,4,4,77,4,2,0,none,draft
point_alpha_corridor,76,4,8,76,5,2,0,none,draft
point_alpha_corridor,77,4,2,78,4,0,1,none,draft
point_alpha_corridor,77,4,16,76,5,0,1,none,draft
point_alpha_corridor,90,4,4,91,4,0,1,none,draft
point_alpha_corridor,91,4,8,91,5,0,1,none,draft
point_alpha_corridor,5,5,16,4,6,1,0,none,draft
point_alpha_corridor,13,5,2,14,5,1,0,none,draft
point_alpha_corridor,14,5,8,14,6,1,0,none,draft
point_alpha_corridor,15,5,2,16,5,1,0,none,draft
point_alpha_corridor,15,5,8,15,6,1,0,none,draft
point_alpha_corridor,23,5,2,24,5,1,0,none,draft
point_alpha_corridor,23,5,8,23,6,1,0,none,draft
point_alpha_corridor,24,5,4,25,5,0,1,none,draft
point_alpha_corridor,24,5,8,24,6,0,1,none,draft
point_alpha_corridor,38,5,8,38,6,1,0,none,draft
point_alpha_corridor,45,5,2,46,5,0,1,none,draft
point_alpha_corridor,45,5,8,45,6,0,1,none,draft
point_alpha_corridor,46,5,4,47,5,0,1,none,draft
point_alpha_corridor,47,5,2,48,5,0,1,none,draft
point_alpha_corridor,48,5,4,49,5,1,0,none,draft
point_alpha_corridor,48,5,8,48,6,0,1,none,draft
point_alpha_corridor,49,5,2,50,5,1,0,none,draft
point_alpha_corridor,49,5,4,50,6,1,1,bridge,draft
point_alpha_corridor,49,5,16,48,6,0,1,none,draft
point_alpha_corridor,50,5,4,51,5,0,1,none,draft
point_alpha_corridor,50,5,8,50,6,0,1,none,draft
point_alpha_corridor,51,5,4,52,6,0,1,none,draft
point_alpha_corridor,52,5,4,53,5,0,1,none,draft
point_alpha_corridor,52,5,8,52,6,0,1,none,draft
point_alpha_corridor,53,5,4,54,6,0,1,none,draft
point_alpha_corridor,54,5,4,55,5,0,1,none,draft
point_alpha_corridor,54,5,8,54,6,0,1,none,draft
point_alpha_corridor,55,5,2,56,5,0,1,none,draft
point_alpha_corridor,65,5,2,66,5,0,3,none,draft
point_alpha_corridor,65,5,16,64,6,0,3,none,draft
point_alpha_corridor,67,5,4,68,6,1,0,none,draft
point_alpha_corridor,67,5,16,66,6,1,0,none,draft
point_alpha_corridor,68,5,4,69,5,1,0,none,draft
point_alpha_corridor,68,5,8,68,6,1,0,none,draft
point_alpha_corridor,69,5,2,70,5,1,0,none,draft
point_alpha_corridor,70,5,8,70,6,1,0,none,draft
point_alpha_corridor,71,5,8,71,6,1,0,none,draft
point_alpha_corridor,71,5,16,70,6,1,0,none,draft
point_alpha_corridor,75,5,2,76,5,2,0,none,draft
point_alpha_corridor,75,5,8,75,6,2,0,none,draft
point_alpha_corridor,76,5,8,76,6,0,1,none,draft
point_alpha_corridor,4,6,8,4,7,1,0,none,draft
point_alpha_corridor,14,6,4,15,6,1,0,none,draft
point_alpha_corridor,15,6,16,14,7,1,0,none,draft
point_alpha_corridor,23,6,4,24,7,0,1,none,draft
point_alpha_corridor,23,6,8,23,7,0,1,none,draft
point_alpha_corridor,23,6,16,22,7,1,0,none,draft
point_alpha_corridor,24,6,8,24,7,0,1,none,draft
point_alpha_corridor,38,6,4,39,6,1,0,none,draft
point_alpha_corridor,39,6,8,39,7,1,0,none,draft
point_alpha_corridor,43,6,4,44,7,0,1,none,draft
point_alpha_corridor,44,6,4,45,6,0,1,none,draft
point_alpha_corridor,44,6,8,44,7,0,1,none,draft
point_alpha_corridor,50,6,8,50,7,1,0,none,draft
point_alpha_corridor,63,6,2,64,6,0,3,none,draft
point_alpha_corridor,63,6,8,63,7,0,3,none,draft
point_alpha_corridor,65,6,2,66,6,1,0,none,draft
point_alpha_corridor,65,6,8,65,7,1,0,none,draft
point_alpha_corridor,71,6,2,72,6,1,0,none,draft
point_alpha_corridor,72,6,4,73,6,1,0,none,draft
point_alpha_corridor,73,6,8,73,7,1,0,none,draft
point_alpha_corridor,75,6,8,75,7,2,0,none,draft
point_alpha_corridor,76,6,8,76,7,0,1,none,draft
point_alpha_corridor,87,6,4,88,7,1,0,none,draft
point_alpha_corridor,87,6,8,87,7,1,0,none,draft
point_alpha_corridor,88,6,4,89,6,1,0,none,draft
point_alpha_corridor,88,6,8,88,7,1,0,none,draft
point_alpha_corridor,89,6,2,90,6,1,0,none,draft
point_alpha_corridor,90,6,8,90,7,1,0,none,draft
point_alpha_corridor,3,7,2,4,7,1,0,none,draft
point_alpha_corridor,3,7,8,3,8,1,0,none,draft
point_alpha_corridor,21,7,4,22,8,1,0,none,draft
point_alpha_corridor,21,7,8,21,8,1,0,none,draft
point_alpha_corridor,22,7,8,22,8,1,0,none,draft
point_alpha_corridor,23,7,16,22,8,0,1,none,draft
point_alpha_corridor,38,7,4,39,7,1,0,none,draft
point_alpha_corridor,38,7,8,38,8,1,0,none,draft
point_alpha_corridor,50,7,8,50,8,1,0,none,draft
point_alpha_corridor,63,7,8,63,8,0,3,none,draft
point_alpha_corridor,65,7,16,64,8,1,0,none,draft
point_alpha_corridor,73,7,2,74,7,1,0,none,draft
point_alpha_corridor,74,7,8,74,8,1,0,none,draft
point_alpha_corridor,75,7,8,75,8,2,0,none,draft
point_alpha_corridor,75,7,16,74,8,1,0,none,draft
point_alpha_corridor,76,7,8,76,8,0,1,none,draft
point_alpha_corridor,87,7,8,87,8,1,0,none,draft
point_alpha_corridor,90,7,8,90,8,1,0,none,draft
point_alpha_corridor,91,7,8,91,8,1,0,none,draft
point_alpha_corridor,3,8,4,4,9,1,0,none,draft
point_alpha_corridor,21,8,2,22,8,1,0,none,draft
point_alpha_corridor,22,8,8,22,9,1,1,none,draft
point_alpha_corridor,23,8,8,23,9,1,0,none,draft
point_alpha_corridor,23,8,16,22,9,1,1,bridge,draft
point_alpha_corridor,38,8,4,39,8,1,0,none,draft
point_alpha_corridor,39,8,2,40,8,1,0,none,draft
point_alpha_corridor,40,8,8,40,9,1,0,none,draft
point_alpha_corridor,50,8,8,50,9,1,0,none,draft
point_alpha_corridor,63,8,2,64,8,1,3,bridge,draft
point_alpha_corridor,63,8,8,63,9,1,3,none,draft
point_alpha_corridor,64,8,4,65,8,1,0,none,draft
point_alpha_corridor,65,8,8,65,9,1,0,none,draft
point_alpha_corridor,75,8,8,75,9,2,0,none,draft
point_alpha_corridor,76,8,8,76,9,0,1,none,draft
point_alpha_corridor,87,8,8,87,9,1,0,none,draft
point_alpha_corridor,90,8,4,91,8,1,0,none,draft
point_alpha_corridor,91,8,8,91,9,1,0,none,draft
point_alpha_corridor,4,9,4,5,9,1,0,none,draft
point_alpha_corridor,5,9,8,5,10,1,0,none,draft
point_alpha_corridor,7,9,2,8,9,1,0,none,draft
point_alpha_corridor,7,9,16,6,10,1,0,none,draft
point_alpha_corridor,8,9,8,8,10,1,0,none,draft
point_alpha_corridor,9,9,8,9,10,1,0,none,draft
point_alpha_corridor,9,9,16,8,10,1,0,none,draft
point_alpha_corridor,21,9,2,22,9,1,0,none,draft
point_alpha_corridor,21,9,4,22,10,0,1,none,draft
point_alpha_corridor,21,9,8,21,10,0,1,none,draft
point_alpha_corridor,21,9,16,20,10,1,0,none,draft
point_alpha_corridor,22,9,8,22,10,0,1,none,draft
point_alpha_corridor,23,9,4,24,10,1,0,none,draft
point_alpha_corridor,39,9,2,40,9,1,0,none,draft
point_alpha_corridor,39,9,4,40,10,1,0,none,draft
point_alpha_corridor,50,9,8,50,10,1,0,none,draft
point_alpha_corridor,62,9,4,63,9,1,0,none,draft
point_alpha_corridor,62,9,8,62,10,1,0,none,draft
point_alpha_corridor,63,9,8,63,10,0,2,none,draft
point_alpha_corridor,65,9,2,66,9,1,0,none,draft
point_alpha_corridor,65,9,8,65,10,1,0,none,draft
point_alpha_corridor,66,9,8,66,10,1,0,none,draft
point_alpha_corridor,75,9,8,75,10,2,0,none,draft
point_alpha_corridor,76,9,8,76,10,0,1,none,draft
point_alpha_corridor,87,9,16,86,10,1,0,none,draft
point_alpha_corridor,91,9,16,90,10,1,0,none,draft
point_alpha_corridor,5,10,2,6,10,1,0,none,draft
point_alpha_corridor,5,10,4,6,11,1,0,none,draft
point_alpha_corridor,9,10,4,10,11,1,0,none,draft
point_alpha_corridor,19,10,4,20,11,1,0,none,draft
point_alpha_corridor,19,10,8,19,11,1,0,none,draft
point_alpha_corridor,20,10,8,20,11,1,0,none,draft
point_alpha_corridor,21,10,16,20,11,0,1,none,draft
point_alpha_corridor,24,10,4,25,10,1,0,none,draft
point_alpha_corridor,25,10,4,26,11,1,0,none,draft
point_alpha_corridor,40,10,8,40,11,1,0,none,draft
point_alpha_corridor,41,10,8,41,11,1,0,none,draft
point_alpha_corridor,41,10,16,40,11,1,0,none,draft
point_alpha_corridor,49,10,2,50,10,1,0,none,draft
point_alpha_corridor,49,10,8,49,11,1,0,none,draft
point_alpha_corridor,62,10,8,62,11,1,0,none,draft
point_alpha_corridor,63,10,16,62,11,0,2,none,draft
point_alpha_corridor,65,10,8,65,11,1,0,none,draft
point_alpha_corridor,75,10,8,75,11,2,0,none,draft
point_alpha_corridor,76,10,8,76,11,0,1,none,draft
point_alpha_corridor,77,10,8,77,11,0,1,none,draft
point_alpha_corridor,77,10,16,76,11,0,1,none,draft
point_alpha_corridor,86,10,8,86,11,1,0,none,draft
point_alpha_corridor,90,10,8,90,11,1,0,none,draft
point_alpha_corridor,91,10,8,91,11,1,0,none,draft
point_alpha_corridor,91,10,16,90,11,1,0,none,draft
point_alpha_corridor,6,11,8,6,12,1,0,none,draft
point_alpha_corridor,10,11,8,10,12,1,0,none,draft
point_alpha_corridor,19,11,8,19,12,1,0,none,draft
point_alpha_corridor,20,11,8,20,12,0,1,none,draft
point_alpha_corridor,26,11,4,27,11,1,0,none,draft
point_alpha_corridor,27,11,2,28,11,1,0,none,draft
point_alpha_corridor,28,11,8,28,12,1,0,none,draft
point_alpha_corridor,29,11,8,29,12,1,0,none,draft
point_alpha_corridor,29,11,16,28,12,1,0,none,draft
point_alpha_corridor,41,11,8,41,12,1,0,none,draft
point_alpha_corridor,49,11,8,49,12,1,0,none,draft
point_alpha_corridor,61,11,4,62,12,0,2,none,draft
point_alpha_corridor,61,11,8,61,12,0,2,none,draft
point_alpha_corridor,62,11,8,62,12,0,2,none,draft
point_alpha_corridor,65,11,8,65,12,1,0,none,draft
point_alpha_corridor,75,11,16,74,12,2,0,none,draft
point_alpha_corridor,77,11,8,77,12,0,1,none,draft
point_alpha_corridor,85,11,2,86,11,1,0,none,draft
point_alpha_corridor,85,11,8,85,12,1,0,none,draft
point_alpha_corridor,6,12,8,6,13,1,0,none,draft
point_alpha_corridor,10,12,8,10,13,1,0,none,draft
point_alpha_corridor,11,12,8,11,13,1,0,none,draft
point_alpha_corridor,11,12,16,10,13,1,0,none,draft
point_alpha_corridor,18,12,4,19,12,1,0,none,draft
point_alpha_corridor,18,12,8,18,13,1,0,none,draft
point_alpha_corridor,20,12,8,20,13,0,1,none,draft
point_alpha_corridor,29,12,4,30,13,1,0,none,draft
point_alpha_corridor,41,12,2,42,12,1,0,none,draft
point_alpha_corridor,42,12,8,42,13,1,0,none,draft
point_alpha_corridor,49,12,16,48,13,1,0,none,draft
point_alpha_corridor,61,12,2,62,12,0,2,none,draft
point_alpha_corridor,62,12,8,62,13,0,2,none,draft
point_alpha_corridor,65,12,8,65,13,1,0,none,draft
point_alpha_corridor,73,12,4,74,13,2,0,none,draft
point_alpha_corridor,73,12,8,73,13,2,0,none,draft
point_alpha_corridor,74,12,8,74,13,2,0,none,draft
point_alpha_corridor,77,12,8,77,13,0,1,none,draft
point_alpha_corridor,85,12,16,84,13,1,0,none,draft
point_alpha_corridor,5,13,2,6,13,1,0,none,draft
point_alpha_corridor,6,13,8,6,14,1,0,none,draft
point_alpha_corridor,11,13,8,11,14,1,0,none,draft
point_alpha_corridor,18,13,4,19,13,1,0,none,draft
point_alpha_corridor,18,13,8,18,14,1,0,none,draft
point_alpha_corridor,19,13,2,20,13,0,1,none,draft
point_alpha_corridor,19,13,4,20,14,1,1,bridge,draft
point_alpha_corridor,19,13,8,19,14,0,1,none,draft
point_alpha_corridor,30,13,8,30,14,1,0,none,draft
point_alpha_corridor,42,13,8,42,14,1,0,none,draft
point_alpha_corridor,48,13,8,48,14,1,0,none,draft
point_alpha_corridor,62,13,8,62,14,0,2,none,draft
point_alpha_corridor,65,13,8,65,14,1,0,none,draft
point_alpha_corridor,73,13,8,73,14,1,0,none,draft
point_alpha_corridor,73,13,16,72,14,2,0,none,draft
point_alpha_corridor,77,13,8,77,14,0,1,none,draft
point_alpha_corridor,83,13,4,84,14,1,0,none,draft
point_alpha_corridor,83,13,8,83,14,1,0,none,draft
point_alpha_corridor,84,13,8,84,14,1,0,none,draft
point_alpha_corridor,6,14,8,6,15,1,0,none,draft
point_alpha_corridor,11,14,2,12,14,1,0,none,draft
point_alpha_corridor,12,14,8,12,15,1,0,none,draft
point_alpha_corridor,17,14,2,18,14,1,0,none,draft
point_alpha_corridor,17,14,8,17,15,1,0,none,draft
point_alpha_corridor,19,14,8,19,15,0,1,none,draft
point_alpha_corridor,30,14,8,30,15,1,0,none,draft
point_alpha_corridor,40,14,4,41,14,1,0,none,draft
point_alpha_corridor,41,14,2,42,14,1,0,none,draft
point_alpha_corridor,41,14,4,42,15,1,0,none,draft
point_alpha_corridor,42,14,8,42,15,1,0,none,draft
point_alpha_corridor,48,14,8,48,15,1,0,none,draft
point_alpha_corridor,61,14,2,62,14,0,2,none,draft
point_alpha_corridor,61,14,8,61,15,0,2,none,draft
point_alpha_corridor,65,14,2,66,14,1,0,none,draft
point_alpha_corridor,66,14,8,66,15,1,0,none,draft
point_alpha_corridor,69,14,2,70,14,1,0,none,draft
point_alpha_corridor,70,14,8,70,15,1,0,none,draft
point_alpha_corridor,71,14,4,72,15,2,0,none,draft
point_alpha_corridor,71,14,8,71,15,2,0,none,draft
point_alpha_corridor,71,14,16,70,15,1,0,none,draft
point_alpha_corridor,72,14,8,72,15,2,0,none,draft
point_alpha_corridor,73,14,2,74,14,1,0,none,draft
point_alpha_corridor,74,14,8,74,15,1,0,none,draft
point_alpha_corridor,77,14,8,77,15,0,1,none,draft
point_alpha_corridor,0,15,8,0,16,1,0,none,draft
point_alpha_corridor,1,15,16,0,16,1,0,none,draft
point_alpha_corridor,6,15,8,6,16,1,0,none,draft
point_alpha_corridor,12,15,8,12,16,1,0,none,draft
point_alpha_corridor,13,15,4,14,16,1,0,none,draft
point_alpha_corridor,13,15,16,12,16,1,0,none,draft
point_alpha_corridor,15,15,4,16,16,1,0,none,draft
point_alpha_corridor,15,15,16,14,16,1,0,none,draft
point_alpha_corridor,17,15,16,16,16,1,0,none,draft
point_alpha_corridor,19,15,8,19,16,0,1,none,draft
point_alpha_corridor,30,15,4,31,15,1,0,none,draft
point_alpha_corridor,31,15,8,31,16,1,0,none,draft
point_alpha_corridor,42,15,8,42,16,1,0,none,draft
point_alpha_corridor,47,15,2,48,15,1,0,none,draft
point_alpha_corridor,47,15,16,46,16,1,0,none,draft
point_alpha_corridor,48,15,4,49,15,1,0,none,draft
point_alpha_corridor,48,15,8,48,16,1,0,none,draft
point_alpha_corridor,49,15,2,50,15,1,0,none,draft
point_alpha_corridor,61,15,8,61,16,0,2,none,draft
point_alpha_corridor,66,15,4,67,15,1,0,none,draft
point_alpha_corridor,67,15,4,68,16,1,0,none,draft
point_alpha_corridor,71,15,16,70,16,2,0,none,draft
point_alpha_corridor,73,15,2,74,15,1,0,none,draft
point_alpha_corridor,73,15,4,74,16,1,0,none,draft
point_alpha_corridor,77,15,8,77,16,0,1,none,draft
point_alpha_corridor,0,16,4,1,16,0,1,none,draft
point_alpha_corridor,0,16,8,0,17,1,1,bridge,draft
point_alpha_corridor,1,16,8,1,17,0,1,none,draft
point_alpha_corridor,6,16,4,7,16,1,0,none,draft
point_alpha_corridor,7,16,8,7,17,1,0,none,draft
point_alpha_corridor,12,16,8,12,17,1,0,none,draft
point_alpha_corridor,15,16,4,16,17,1,0,none,draft
point_alpha_corridor,15,16,8,15,17,1,0,none,draft
point_alpha_corridor,16,16,8,16,17,1,0,none,draft
point_alpha_corridor,19,16,8,19,17,0,1,none,draft
point_alpha_corridor,31,16,8,31,17,1,1,none,draft
point_alpha_corridor,31,16,16,30,17,0,1,none,draft
point_alpha_corridor,41,16,4,42,17,1,0,none,draft
point_alpha_corridor,41,16,16,40,17,1,0,none,draft
point_alpha_corridor,42,16,4,43,16,1,0,none,draft
point_alpha_corridor,43,16,4,44,17,1,0,none,draft
point_alpha_corridor,43,16,16,42,17,1,0,none,draft
point_alpha_corridor,44,16,4,45,16,1,0,none,draft
point_alpha_corridor,45,16,2,46,16,1,0,none,draft
point_alpha_corridor,45,16,8,45,17,1,0,none,draft
point_alpha_corridor,48,16,4,49,16,1,0,none,draft
point_alpha_corridor,49,16,4,50,17,1,0,none,draft
point_alpha_corridor,61,16,16,60,17,0,2,none,draft
point_alpha_corridor,68,16,4,69,16,1,0,none,draft
