map_key,x,y,elevation_m,terrain_key,road_class,road_links,river_class,river_links,settlement_level,has_bridge,source_status,notes
point_alpha_corridor,39,0,328,clear,1,32,0,0,0,0,draft,
point_alpha_corridor,0,1,301,woods,1,4,1,4,0,0,draft,
point_alpha_corridor,1,1,314,woods,1,40,1,33,0,0,draft,
point_alpha_corridor,2,1,345,clear,1,12,0,0,0,0,draft,
point_alpha_corridor,3,1,343,clear,1,34,0,0,0,0,draft,
point_alpha_corridor,4,1,352,clear,1,25,0,0,0,0,draft,
point_alpha_corridor,5,1,359,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,6,1,345,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,7,1,334,clear,1,10,0,0,0,0,draft,
point_alpha_corridor,8,1,337,clear,1,17,0,0,0,0,draft,
point_alpha_corridor,9,1,341,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,10,1,330,clear,1,12,0,0,0,0,draft,
point_alpha_corridor,11,1,320,clear,1,35,1,9,0,0,draft,
point_alpha_corridor,12,1,331,clear,1,17,0,0,0,0,draft,
point_alpha_corridor,13,1,339,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,14,1,344,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,15,1,347,clear,1,40,0,0,0,0,draft,
point_alpha_corridor,16,1,357,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,17,1,385,woods,1,9,0,0,0,0,draft,
point_alpha_corridor,18,1,432,woods,1,12,0,0,0,0,draft,
point_alpha_corridor,19,1,397,woods,1,40,0,0,0,0,draft,
point_alpha_corridor,20,1,358,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,21,1,348,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,22,1,349,clear,1,12,0,0,0,0,draft,
point_alpha_corridor,23,1,356,clear,1,33,0,0,0,0,draft,
point_alpha_corridor,24,1,338,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,25,1,305,woods,1,33,1,9,0,0,draft,
point_alpha_corridor,26,1,343,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,27,1,349,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,28,1,329,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,29,1,281,urban,0,0,0,0,1,1,draft,
point_alpha_corridor,30,1,244,clear,1,9,3,9,0,0,draft,
point_alpha_corridor,31,1,283,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,32,1,305,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,33,1,302,clear,2,10,0,0,0,0,draft,
point_alpha_corridor,34,1,287,clear,2,17,1,9,0,0,draft,
point_alpha_corridor,35,1,333,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,36,1,361,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,37,1,357,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,38,1,313,woods,1,5,1,5,0,0,draft,
point_alpha_corridor,39,1,292,clear,1,40,1,40,0,0,draft,
point_alpha_corridor,0,2,361,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,1,2,352,woods,1,3,0,0,0,0,draft,
point_alpha_corridor,2,2,357,clear,1,25,0,0,0,0,draft,
point_alpha_corridor,3,2,347,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,4,2,360,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,5,2,355,clear,1,34,0,0,0,0,draft,
point_alpha_corridor,6,2,346,clear,1,28,0,0,0,0,draft,
point_alpha_corridor,7,2,347,clear,1,33,0,0,0,0,draft,
point_alpha_corridor,8,2,367,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,9,2,346,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,10,2,328,clear,1,9,1,12,0,0,draft,
point_alpha_corridor,11,2,325,clear,0,0,1,33,0,0,draft,
point_alpha_corridor,12,2,348,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,13,2,359,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,14,2,365,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,15,2,371,clear,1,3,0,0,0,0,draft,
point_alpha_corridor,16,2,378,clear,1,28,0,0,0,0,draft,
point_alpha_corridor,17,2,408,woods,1,33,0,0,0,0,draft,
point_alpha_corridor,18,2,415,woods,1,5,0,0,0,0,draft,
point_alpha_corridor,19,2,352,clear,1,35,1,10,0,0,draft,
point_alpha_corridor,20,2,332,clear,1,20,1,20,0,0,draft,
point_alpha_corridor,21,2,336,clear,1,42,1,42,0,0,draft,
point_alpha_corridor,22,2,338,clear,1,49,1,28,0,0,draft,
point_alpha_corridor,23,2,340,clear,0,0,1,42,0,0,draft,
point_alpha_corridor,24,2,316,woods,0,0,1,20,0,0,draft,
point_alpha_corridor,25,2,355,woods,0,0,1,33,0,0,draft,
point_alpha_corridor,26,2,368,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,27,2,337,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,28,2,271,clear,0,0,3,12,0,0,draft,
point_alpha_corridor,29,2,238,clear,1,10,3,34,0,0,draft,
point_alpha_corridor,30,2,241,clear,1,25,3,17,0,0,draft,
point_alpha_corridor,31,2,282,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,32,2,300,clear,2,12,0,0,0,0,draft,
point_alpha_corridor,33,2,280,clear,2,33,1,10,0,0,draft,
point_alpha_corridor,34,2,306,clear,0,0,1,17,0,0,draft,
point_alpha_corridor,35,2,371,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,36,2,436,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,37,2,416,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,38,2,360,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,39,2,297,clear,1,1,1,1,0,0,draft,
point_alpha_corridor,0,3,396,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,1,3,381,clear,1,10,0,0,0,0,draft,
point_alpha_corridor,2,3,368,clear,1,17,0,0,0,0,draft,
point_alpha_corridor,3,3,355,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,4,3,365,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,5,3,361,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,6,3,360,clear,1,1,0,0,0,0,draft,
point_alpha_corridor,7,3,372,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,8,3,384,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,9,3,337,clear,1,10,0,0,0,0,draft,
point_alpha_corridor,10,3,328,clear,1,17,1,9,0,0,draft,
point_alpha_corridor,11,3,343,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,12,3,383,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,13,3,390,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,14,3,392,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,15,3,429,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,16,3,417,clear,1,13,0,0,0,0,draft,
point_alpha_corridor,17,3,417,woods,1,32,0,0,0,0,draft,
point_alpha_corridor,18,3,414,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,19,3,351,clear,0,0,1,1,0,0,draft,
point_alpha_corridor,20,3,342,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,21,3,336,clear,1,9,1,1,0,0,draft,
point_alpha_corridor,22,3,344,woods,0,0,1,1,0,0,draft,
point_alpha_corridor,23,3,348,woods,0,0,1,1,0,0,draft,
point_alpha_corridor,24,3,363,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,25,3,375,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,26,3,362,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,27,3,274,woods,0,0,3,10,0,0,draft,
point_alpha_corridor,28,3,244,clear,1,12,3,17,0,0,draft,
point_alpha_corridor,29,3,286,clear,1,33,0,0,0,0,draft,
point_alpha_corridor,30,3,304,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,31,3,307,clear,1,34,0,0,0,0,draft,
point_alpha_corridor,32,3,297,urban,2,25,0,0,3,0,draft,
point_alpha_corridor,33,3,296,clear,0,0,1,9,0,0,draft,
point_alpha_corridor,34,3,331,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,35,3,412,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,36,3,532,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,37,3,504,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,38,3,385,clear,1,12,0,0,0,0,draft,
point_alpha_corridor,39,3,324,urban,1,40,0,0,3,0,draft,
point_alpha_corridor,0,4,372,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,1,4,397,woods,1,3,0,0,0,0,draft,
point_alpha_corridor,2,4,377,clear,1,24,0,0,0,0,draft,
point_alpha_corridor,3,4,358,clear,1,8,0,0,0,0,draft,
point_alpha_corridor,4,4,355,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,5,4,360,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,6,4,388,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,7,4,431,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,8,4,378,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,9,4,332,clear,1,11,1,10,0,0,draft,
point_alpha_corridor,10,4,350,clear,1,24,1,17,0,0,draft,
point_alpha_corridor,11,4,357,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,12,4,386,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,13,4,405,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,14,4,408,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,15,4,435,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,16,4,452,woods,1,5,0,0,0,0,draft,
point_alpha_corridor,17,4,445,woods,1,40,0,0,0,0,draft,
point_alpha_corridor,18,4,410,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,19,4,384,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,20,4,391,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,21,4,360,clear,1,3,0,0,0,0,draft,
point_alpha_corridor,22,4,359,clear,1,24,0,0,0,0,draft,
point_alpha_corridor,23,4,367,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,24,4,376,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,25,4,348,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,26,4,341,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,27,4,262,woods,1,10,3,9,0,0,draft,
point_alpha_corridor,28,4,254,clear,1,25,0,0,0,0,draft,
point_alpha_corridor,29,4,318,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,30,4,370,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,31,4,358,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,32,4,309,urban,2,9,0,0,3,0,draft,
point_alpha_corridor,33,4,302,urban,0,0,1,9,3,0,draft,
point_alpha_corridor,34,4,335,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,35,4,408,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,36,4,490,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,37,4,495,woods,1,10,0,0,0,0,draft,
point_alpha_corridor,38,4,392,urban,1,17,0,0,1,0,draft,
point_alpha_corridor,39,4,332,urban,1,9,0,0,3,0,draft,
point_alpha_corridor,0,5,369,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,1,5,404,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,2,5,380,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,3,5,367,clear,1,43,0,0,0,0,draft,
point_alpha_corridor,4,5,346,clear,1,24,0,0,0,0,draft,
point_alpha_corridor,5,5,344,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,6,5,393,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,7,5,421,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,8,5,353,clear,1,12,1,12,0,0,draft,
point_alpha_corridor,9,5,337,clear,1,33,1,33,0,0,draft,
point_alpha_corridor,10,5,346,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,11,5,369,clear,1,34,0,0,0,0,draft,
point_alpha_corridor,12,5,386,clear,1,24,0,0,0,0,draft,
point_alpha_corridor,13,5,400,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,14,5,404,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,15,5,463,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,16,5,502,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,17,5,481,clear,1,3,0,0,0,0,draft,
point_alpha_corridor,18,5,445,woods,1,24,0,0,0,0,draft,
point_alpha_corridor,19,5,461,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,20,5,444,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,21,5,379,woods,1,10,0,0,0,0,draft,
point_alpha_corridor,22,5,348,clear,1,17,0,0,0,0,draft,
point_alpha_corridor,23,5,357,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,24,5,354,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,25,5,340,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,26,5,290,woods,1,4,2,12,0,0,draft,
point_alpha_corridor,27,5,242,clear,1,33,3,33,0,0,draft,
point_alpha_corridor,28,5,267,clear,1,9,0,0,0,0,draft,
point_alpha_corridor,29,5,328,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,30,5,404,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,31,5,388,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,32,5,320,urban,2,9,0,0,3,0,draft,
point_alpha_corridor,33,5,306,urban,0,0,1,9,1,0,draft,
point_alpha_corridor,34,5,338,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,35,5,387,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,36,5,443,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,37,5,476,woods,1,9,0,0,0,0,draft,
point_alpha_corridor,38,5,435,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,39,5,353,urban,1,9,0,0,3,0,draft,
point_alpha_corridor,0,6,359,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,1,6,379,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,2,6,379,clear,1,12,0,0,0,0,draft,
point_alpha_corridor,3,6,372,clear,1,33,0,0,0,0,draft,
point_alpha_corridor,4,6,354,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,5,6,333,clear,1,40,0,0,0,0,draft,
point_alpha_corridor,6,6,354,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,7,6,368,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,8,6,342,clear,1,9,1,9,0,0,draft,
point_alpha_corridor,9,6,360,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,10,6,360,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,11,6,372,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,12,6,369,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,13,6,365,clear,1,40,0,0,0,0,draft,
point_alpha_corridor,14,6,403,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,15,6,501,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,16,6,578,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,17,6,515,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,18,6,449,woods,1,9,0,0,0,0,draft,
point_alpha_corridor,19,6,411,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,20,6,368,urban,0,0,0,0,1,0,draft,
point_alpha_corridor,21,6,340,clear,1,9,0,0,0,0,draft,
point_alpha_corridor,22,6,331,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,23,6,351,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,24,6,351,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,25,6,310,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,26,6,269,woods,0,0,2,5,0,0,draft,
point_alpha_corridor,27,6,257,clear,0,0,2,40,0,0,draft,
point_alpha_corridor,28,6,299,clear,1,9,0,0,0,0,draft,
point_alpha_corridor,29,6,319,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,30,6,350,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,31,6,342,woods,2,10,0,0,0,0,draft,
point_alpha_corridor,32,6,320,clear,2,17,0,0,0,0,draft,
point_alpha_corridor,33,6,317,urban,0,0,1,9,1,0,draft,
point_alpha_corridor,34,6,357,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,35,6,447,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,36,6,510,clear,1,12,0,0,0,0,draft,
point_alpha_corridor,37,6,526,clear,1,33,0,0,0,0,draft,
point_alpha_corridor,38,6,475,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,39,6,405,clear,1,1,0,0,0,0,draft,
point_alpha_corridor,0,7,300,urban,1,8,0,0,2,0,draft,
point_alpha_corridor,1,7,356,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,2,7,352,clear,1,9,0,0,0,0,draft,
point_alpha_corridor,3,7,356,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,4,7,344,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,5,7,325,clear,1,11,0,0,0,0,draft,
point_alpha_corridor,6,7,341,clear,1,24,0,0,0,0,draft,
point_alpha_corridor,7,7,354,clear,1,10,0,0,0,0,draft,
point_alpha_corridor,8,7,349,clear,1,17,1,9,0,0,draft,
point_alpha_corridor,9,7,367,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,10,7,363,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,11,7,370,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,12,7,371,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,13,7,349,clear,1,9,0,0,0,0,draft,
point_alpha_corridor,14,7,401,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,15,7,473,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,16,7,517,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,17,7,480,woods,1,2,0,0,0,0,draft,
point_alpha_corridor,18,7,417,clear,1,25,0,0,0,0,draft,
point_alpha_corridor,19,7,390,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,20,7,335,urban,1,12,0,0,3,0,draft,
point_alpha_corridor,21,7,319,urban,1,43,0,0,3,0,draft,
point_alpha_corridor,22,7,313,clear,1,16,0,0,0,0,draft,
point_alpha_corridor,23,7,328,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,24,7,339,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,25,7,312,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,26,7,254,clear,0,0,2,12,0,0,draft,
point_alpha_corridor,27,7,311,clear,0,0,2,33,0,0,draft,
point_alpha_corridor,28,7,341,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,29,7,316,clear,1,40,0,0,0,0,draft,
point_alpha_corridor,30,7,318,clear,2,12,0,0,0,0,draft,
point_alpha_corridor,31,7,316,clear,2,35,0,0,0,0,draft,
point_alpha_corridor,32,7,315,clear,1,24,0,0,0,0,draft,
point_alpha_corridor,33,7,329,clear,0,0,1,9,0,0,draft,
point_alpha_corridor,34,7,368,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,35,7,470,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,36,7,563,woods,1,1,0,0,0,0,draft,
point_alpha_corridor,37,7,603,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,38,7,549,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,39,7,458,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,0,8,273,urban,1,9,1,8,3,0,draft,
point_alpha_corridor,1,8,341,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,2,8,326,clear,1,5,0,0,0,0,draft,
point_alpha_corridor,3,8,328,clear,1,40,0,0,0,0,draft,
point_alpha_corridor,4,8,321,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,5,8,333,clear,1,17,0,0,0,0,draft,
point_alpha_corridor,6,8,368,clear,1,13,0,0,0,0,draft,
point_alpha_corridor,7,8,355,clear,1,33,0,0,0,0,draft,
point_alpha_corridor,8,8,349,clear,0,0,1,9,0,0,draft,
point_alpha_corridor,9,8,352,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,10,8,355,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,11,8,363,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,12,8,366,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,13,8,338,clear,1,9,1,8,0,0,draft,
point_alpha_corridor,14,8,362,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,15,8,410,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,16,8,435,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,17,8,411,clear,1,10,0,0,0,0,draft,
point_alpha_corridor,18,8,379,clear,1,21,0,0,0,0,draft,
point_alpha_corridor,19,8,359,woods,1,42,0,0,0,0,draft,
point_alpha_corridor,20,8,334,urban,1,17,0,0,1,0,draft,
point_alpha_corridor,21,8,306,urban,1,3,0,0,3,0,draft,
point_alpha_corridor,22,8,296,clear,1,24,0,0,0,0,draft,
point_alpha_corridor,23,8,305,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,24,8,319,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,25,8,304,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,26,8,265,woods,0,0,2,9,0,0,draft,
point_alpha_corridor,27,8,344,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,28,8,347,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,29,8,339,clear,2,11,0,0,0,0,draft,
point_alpha_corridor,30,8,336,clear,2,17,0,0,0,0,draft,
point_alpha_corridor,31,8,324,clear,1,10,0,0,0,0,draft,
point_alpha_corridor,32,8,321,clear,1,17,0,0,0,0,draft,
point_alpha_corridor,33,8,338,clear,0,0,1,9,0,0,draft,
point_alpha_corridor,34,8,369,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,35,8,448,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,36,8,544,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,37,8,605,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,38,8,590,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,39,8,487,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,0,9,288,urban,1,9,1,13,1,0,draft,
point_alpha_corridor,1,9,306,woods,0,0,1,32,0,0,draft,
point_alpha_corridor,2,9,333,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,3,9,310,clear,1,3,0,0,0,0,draft,
point_alpha_corridor,4,9,314,woods,1,26,0,0,0,0,draft,
point_alpha_corridor,5,9,357,woods,1,10,0,0,0,0,draft,
point_alpha_corridor,6,9,378,clear,1,25,0,0,0,0,draft,
point_alpha_corridor,7,9,350,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,8,9,346,clear,0,0,1,1,0,0,draft,
point_alpha_corridor,9,9,352,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,10,9,354,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,11,9,359,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,12,9,359,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,13,9,327,urban,1,11,1,3,3,0,draft,
point_alpha_corridor,14,9,324,urban,1,28,1,24,1,0,draft,
point_alpha_corridor,15,9,344,clear,1,34,0,0,0,0,draft,
point_alpha_corridor,16,9,362,clear,1,20,0,0,0,0,draft,
point_alpha_corridor,17,9,359,clear,1,33,0,0,0,0,draft,
point_alpha_corridor,18,9,345,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,19,9,355,clear,1,9,0,0,0,0,draft,
point_alpha_corridor,20,9,363,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,21,9,333,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,22,9,329,woods,1,5,0,0,0,0,draft,
point_alpha_corridor,23,9,291,clear,1,40,0,0,0,0,draft,
point_alpha_corridor,24,9,285,clear,0,0,0,0,0,0,elevation_only,
point_alpha_corridor,25,9,274,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,26,9,281,woods,0,0,2,9,0,0,draft,
point_alpha_corridor,27,9,333,woods,0,0,0,0,0,0,draft,
point_alpha_corridor,28,9,330,woods,2,12,0,0,0,0,draft,
