map_key,x,y,neighbor_x,neighbor_y,river_class,crossing_type,source_status
point_alpha_corridor,6,61,7,60,2,none,derived
point_alpha_corridor,6,73,7,72,2,bridge,derived
point_alpha_corridor,6,76,6,77,2,none,derived
point_alpha_corridor,6,76,7,76,2,none,derived
point_alpha_corridor,7,25,7,26,1,none,derived
point_alpha_corridor,7,25,8,26,1,none,derived
point_alpha_corridor,7,27,7,28,1,none,derived
point_alpha_corridor,7,28,8,28,1,none,derived
point_alpha_corridor,7,28,8,29,1,none,derived
point_alpha_corridor,7,29,7,30,1,none,derived
point_alpha_corridor,7,29,8,29,1,none,derived
point_alpha_corridor,7,29,8,30,1,none,derived
point_alpha_corridor,7,60,7,61,2,none,derived
point_alpha_corridor,7,60,8,61,2,none,derived
point_alpha_corridor,7,75,7,76,2,none,derived
point_alpha_corridor,7,76,8,76,2,none,derived
point_alpha_corridor,8,25,8,26,1,none,derived
point_alpha_corridor,8,26,9,25,1,none,derived
point_alpha_corridor,8,60,8,61,2,none,derived
point_alpha_corridor,8,60,9,60,2,none,derived
point_alpha_corridor,8,76,8,77,2,none,derived
point_alpha_corridor,8,77,9,76,2,none,derived
point_alpha_corridor,9,25,9,26,1,bridge,derived
point_alpha_corridor,9,25,10,26,1,none,derived
point_alpha_corridor,9,59,9,60,2,none,derived
point_alpha_corridor,9,59,10,60,2,none,derived
point_alpha_corridor,9,76,9,77,2,none,derived
point_alpha_corridor,9,77,10,77,2,none,derived
point_alpha_corridor,10,25,10,26,1,none,derived
point_alpha_corridor,10,26,11,25,1,none,derived
point_alpha_corridor,10,26,11,26,1,none,derived
point_alpha_corridor,10,27,11,26,1,none,derived
point_alpha_corridor,10,27,11,27,1,none,derived
point_alpha_corridor,10,28,11,27,1,none,derived
point_alpha_corridor,10,59,10,60,2,none,derived
point_alpha_corridor,10,59,11,59,2,none,derived
point_alpha_corridor,10,77,10,78,2,none,derived
point_alpha_corridor,10,78,11,77,2,none,derived
point_alpha_corridor,11,27,11,28,1,none,derived
point_alpha_corridor,11,28,12,28,1,none,derived
point_alpha_corridor,11,28,12,29,1,none,derived
point_alpha_corridor,11,52,12,52,1,bridge,derived
point_alpha_corridor,11,53,12,54,1,none,derived
point_alpha_corridor,11,54,12,54,1,none,derived
point_alpha_corridor,11,54,12,55,1,none,derived
point_alpha_corridor,11,55,12,55,1,none,derived
point_alpha_corridor,11,55,12,56,2,none,derived
point_alpha_corridor,11,56,12,56,2,none,derived
point_alpha_corridor,11,57,12,58,2,none,derived
point_alpha_corridor,11,58,11,59,2,bridge,derived
point_alpha_corridor,11,58,12,58,2,none,derived
point_alpha_corridor,11,58,12,59,2,none,derived
point_alpha_corridor,11,77,11,78,2,none,derived
point_alpha_corridor,11,78,12,78,2,none,derived
point_alpha_corridor,12,52,13,52,1,none,derived
point_alpha_corridor,12,53,12,54,1,none,derived
point_alpha_corridor,12,53,13,52,1,none,derived
point_alpha_corridor,12,53,13,53,1,none,derived
point_alpha_corridor,12,55,12,56,2,none,derived
point_alpha_corridor,12,55,13,54,1,bridge,derived
point_alpha_corridor,12,55,13,55,2,none,derived
point_alpha_corridor,12,56,12,57,2,none,derived
point_alpha_corridor,12,57,12,58,2,none,derived
point_alpha_corridor,12,57,13,56,2,none,derived
point_alpha_corridor,12,57,13,57,2,none,derived
point_alpha_corridor,12,78,12,79,2,none,derived
point_alpha_corridor,12,79,13,78,2,none,derived
point_alpha_corridor,13,47,14,48,1,none,derived
point_alpha_corridor,13,48,14,48,1,none,derived
point_alpha_corridor,13,49,14,50,1,none,derived
point_alpha_corridor,13,50,14,50,1,none,derived
point_alpha_corridor,13,50,14,51,1,none,derived
point_alpha_corridor,13,51,13,52,1,none,derived
point_alpha_corridor,13,51,14,51,1,none,derived
point_alpha_corridor,13,51,14,52,1,none,derived
point_alpha_corridor,13,54,13,55,2,none,derived
point_alpha_corridor,13,55,14,55,2,none,derived
point_alpha_corridor,13,78,13,79,2,none,derived
point_alpha_corridor,13,79,14,79,2,none,derived
point_alpha_corridor,14,46,15,46,1,none,derived
point_alpha_corridor,14,47,14,48,1,none,derived
point_alpha_corridor,14,47,15,46,1,none,derived
point_alpha_corridor,14,47,15,47,1,none,derived
point_alpha_corridor,14,48,14,49,1,none,derived
point_alpha_corridor,14,49,14,50,1,none,derived
point_alpha_corridor,14,49,15,48,1,none,derived
point_alpha_corridor,14,49,15,49,1,none,derived
point_alpha_corridor,14,55,14,56,2,none,derived
point_alpha_corridor,14,55,15,55,2,none,derived
point_alpha_corridor,14,79,15,78,2,bridge,derived
point_alpha_corridor,15,45,15,46,1,none,derived
point_alpha_corridor,15,45,16,46,1,none,derived
point_alpha_corridor,15,53,16,54,2,none,derived
point_alpha_corridor,15,54,15,55,2,none,derived
point_alpha_corridor,15,54,16,54,2,none,derived
point_alpha_corridor,15,54,16,55,2,none,derived
point_alpha_corridor,16,45,16,46,1,none,derived
point_alpha_corridor,16,45,17,45,1,none,derived
point_alpha_corridor,16,53,16,54,2,none,derived
point_alpha_corridor,16,54,17,53,2,none,derived
point_alpha_corridor,17,44,17,45,1,none,derived
point_alpha_corridor,17,44,18,45,1,none,derived
point_alpha_corridor,17,53,17,54,2,none,derived
point_alpha_corridor,17,53,18,53,2,none,derived
point_alpha_corridor,17,53,18,54,2,none,derived
point_alpha_corridor,18,14,19,14,1,none,derived
point_alpha_corridor,18,15,19,14,1,none,derived
point_alpha_corridor,18,18,19,18,1,none,derived
point_alpha_corridor,18,19,19,18,1,none,derived
point_alpha_corridor,18,19,19,19,1,none,derived
point_alpha_corridor,18,31,19,31,1,none,derived
point_alpha_corridor,18,44,18,45,1,none,derived
point_alpha_corridor,18,44,19,44,1,none,derived
point_alpha_corridor,18,53,18,54,2,none,derived
point_alpha_corridor,18,54,19,53,2,none,derived
point_alpha_corridor,19,11,20,12,1,none,derived
point_alpha_corridor,19,12,20,12,1,none,derived
point_alpha_corridor,19,12,20,13,1,none,derived
point_alpha_corridor,19,13,19,14,1,none,derived
point_alpha_corridor,19,13,20,13,1,none,derived
point_alpha_corridor,19,13,20,14,1,bridge,derived
point_alpha_corridor,19,14,19,15,1,none,derived
point_alpha_corridor,19,15,20,15,1,none,derived
point_alpha_corridor,19,15,20,16,1,none,derived
point_alpha_corridor,19,16,20,16,1,none,derived
point_alpha_corridor,19,16,20,17,1,none,derived
point_alpha_corridor,19,17,19,18,1,none,derived
point_alpha_corridor,19,17,20,17,1,none,derived
point_alpha_corridor,19,17,20,18,1,none,derived
point_alpha_corridor,19,30,19,31,1,none,derived
point_alpha_corridor,19,31,20,31,1,none,derived
point_alpha_corridor,19,43,19,44,1,none,derived
point_alpha_corridor,19,43,20,44,1,none,derived
point_alpha_corridor,19,53,19,54,2,none,derived
point_alpha_corridor,19,53,20,54,2,none,derived
point_alpha_corridor,20,10,21,10,1,none,derived
point_alpha_corridor,20,11,20,12,1,none,derived
point_alpha_corridor,20,11,21,10,1,none,derived
point_alpha_corridor,20,11,21,11,1,none,derived
point_alpha_corridor,20,31,20,32,1,none,derived
point_alpha_corridor,20,32,21,31,1,none,derived
point_alpha_corridor,20,53,20,54,2,none,derived
point_alpha_corridor,20,54,21,53,2,none,derived
point_alpha_corridor,21,9,21,10,1,none,derived
point_alpha_corridor,21,9,22,10,1,none,derived
point_alpha_corridor,21,31,21,32,1,none,derived
point_alpha_corridor,21,32,22,32,1,none,derived
point_alpha_corridor,21,53,21,54,2,none,derived
point_alpha_corridor,21,54,22,54,2,none,derived
point_alpha_corridor,22,7,23,7,1,none,derived
point_alpha_corridor,22,8,23,7,1,none,derived
point_alpha_corridor,22,8,23,8,1,none,derived
point_alpha_corridor,22,9,22,10,1,none,derived
point_alpha_corridor,22,9,23,8,1,bridge,derived
point_alpha_corridor,22,9,23,9,1,none,derived
point_alpha_corridor,22,32,22,33,1,none,derived
point_alpha_corridor,22,33,23,32,1,none,derived
point_alpha_corridor,22,54,22,55,2,none,derived
point_alpha_corridor,22,54,23,54,2,none,derived
point_alpha_corridor,23,6,23,7,1,none,derived
point_alpha_corridor,23,6,24,7,1,none,derived
point_alpha_corridor,23,32,23,33,1,none,derived
point_alpha_corridor,23,33,24,33,1,none,derived
point_alpha_corridor,23,37,24,38,1,none,derived
point_alpha_corridor,23,53,23,54,2,none,derived
point_alpha_corridor,23,54,24,54,2,none,derived
point_alpha_corridor,24,0,25,0,1,none,derived
point_alpha_corridor,24,1,25,0,1,none,derived
point_alpha_corridor,24,4,25,4,1,none,derived
point_alpha_corridor,24,5,25,4,1,none,derived
point_alpha_corridor,24,5,25,5,1,none,derived
point_alpha_corridor,24,6,24,7,1,none,derived
point_alpha_corridor,24,6,25,5,1,none,derived
point_alpha_corridor,24,6,25,6,1,none,derived
point_alpha_corridor,24,33,24,34,1,none,derived
point_alpha_corridor,24,34,25,33,1,none,derived
point_alpha_corridor,24,37,24,38,1,none,derived
point_alpha_corridor,24,38,25,37,1,none,derived
point_alpha_corridor,24,54,24,55,2,none,derived
point_alpha_corridor,24,55,25,54,2,none,derived
point_alpha_corridor,25,0,25,1,1,none,derived
point_alpha_corridor,25,0,26,1,1,bridge,derived
point_alpha_corridor,25,1,26,1,1,none,derived
point_alpha_corridor,25,1,26,2,1,none,derived
point_alpha_corridor,25,2,26,2,1,bridge,derived
point_alpha_corridor,25,2,26,3,1,none,derived
point_alpha_corridor,25,3,25,4,1,none,derived
point_alpha_corridor,25,3,26,3,1,none,derived
point_alpha_corridor,25,3,26,4,1,none,derived
point_alpha_corridor,25,33,25,34,1,none,derived
point_alpha_corridor,25,34,26,34,1,none,derived
point_alpha_corridor,25,37,25,38,1,none,derived
point_alpha_corridor,25,37,26,38,1,none,derived
point_alpha_corridor,25,54,25,55,2,none,derived
point_alpha_corridor,25,55,26,55,2,none,derived
point_alpha_corridor,25,55,26,56,2,none,derived
point_alpha_corridor,25,56,26,56,2,none,derived
point_alpha_corridor,25,56,26,57,2,none,derived
point_alpha_corridor,25,57,26,57,2,none,derived
point_alpha_corridor,26,34,26,35,1,none,derived
point_alpha_corridor,26,34,27,34,1,none,derived
point_alpha_corridor,26,37,26,38,1,none,derived
point_alpha_corridor,26,38,27,37,1,none,derived
point_alpha_corridor,26,57,26,58,2,none,derived
point_alpha_corridor,26,58,27,57,2,none,derived
point_alpha_corridor,26,58,27,58,1,none,derived
point_alpha_corridor,26,59,27,58,1,none,derived
point_alpha_corridor,26,59,27,59,1,none,derived
point_alpha_corridor,26,60,27,59,1,none,derived
point_alpha_corridor,26,60,27,60,1,none,derived
point_alpha_corridor,26,61,27,60,1,none,derived
point_alpha_corridor,26,61,27,61,1,none,derived
point_alpha_corridor,26,62,27,61,1,none,derived
point_alpha_corridor,27,33,27,34,1,none,derived
point_alpha_corridor,27,34,28,34,1,none,derived
point_alpha_corridor,27,37,27,38,1,none,derived
point_alpha_corridor,27,37,28,38,1,none,derived
point_alpha_corridor,27,38,28,38,1,none,derived
point_alpha_corridor,27,57,27,58,1,none,derived
point_alpha_corridor,27,58,28,58,1,none,derived
point_alpha_corridor,27,58,28,59,1,bridge,derived
point_alpha_corridor,27,61,27,62,1,none,derived
point_alpha_corridor,27,61,28,62,1,none,derived
point_alpha_corridor,27,67,28,68,1,none,derived
point_alpha_corridor,27,68,28,68,1,none,derived
point_alpha_corridor,27,68,28,69,1,none,derived
point_alpha_corridor,27,69,28,69,1,none,derived
point_alpha_corridor,27,69,28,70,1,none,derived
point_alpha_corridor,27,70,28,70,1,none,derived
point_alpha_corridor,27,70,28,71,1,none,derived
point_alpha_corridor,27,71,28,71,1,none,derived
point_alpha_corridor,28,34,28,35,1,none,derived
point_alpha_corridor,28,34,29,34,1,none,derived
point_alpha_corridor,28,36,29,36,1,none,derived
point_alpha_corridor,28,37,28,38,1,none,derived
point_alpha_corridor,28,37,29,36,1,none,derived
point_alpha_corridor,28,37,29,37,1,none,derived
point_alpha_corridor,28,38,28,39,1,none,derived
point_alpha_corridor,28,39,29,38,1,none,derived
point_alpha_corridor,28,42,29,42,1,none,derived
point_alpha_corridor,28,43,29,42,1,none,derived
point_alpha_corridor,28,43,29,43,1,none,derived
point_alpha_corridor,28,44,29,43,1,none,derived
point_alpha_corridor,28,58,28,59,1,none,derived
point_alpha_corridor,28,59,29,58,1,none,derived
point_alpha_corridor,28,61,28,62,1,none,derived
point_alpha_corridor,28,62,29,61,1,none,derived
point_alpha_corridor,28,62,29,62,1,none,derived
point_alpha_corridor,28,63,29,62,1,none,derived
point_alpha_corridor,28,71,28,72,1,none,derived
point_alpha_corridor,28,72,29,71,1,none,derived
point_alpha_corridor,28,72,29,72,1,none,derived
point_alpha_corridor,28,73,29,72,1,none,derived
point_alpha_corridor,29,33,29,34,1,none,derived
point_alpha_corridor,29,33,30,34,1,none,derived
point_alpha_corridor,29,34,30,35,1,none,derived
point_alpha_corridor,29,35,29,36,1,none,derived
point_alpha_corridor,29,35,30,35,1,none,derived
point_alpha_corridor,29,35,30,36,1,none,derived
point_alpha_corridor,29,38,29,39,1,bridge,derived
point_alpha_corridor,29,39,30,39,1,none,derived
point_alpha_corridor,29,39,30,40,1,none,derived
point_alpha_corridor,29,40,30,40,1,none,derived
point_alpha_corridor,29,40,30,41,1,none,derived
point_alpha_corridor,29,41,29,42,1,none,derived
point_alpha_corridor,29,41,30,41,1,none,derived
point_alpha_corridor,29,41,30,42,1,none,derived
point_alpha_corridor,29,58,29,59,1,bridge,derived
point_alpha_corridor,29,59,30,59,1,none,derived
point_alpha_corridor,29,59,30,60,1,none,derived
point_alpha_corridor,29,60,30,60,1,none,derived
point_alpha_corridor,29,61,29,62,1,bridge,derived
point_alpha_corridor,29,62,29,63,1,none,derived
point_alpha_corridor,29,63,30,63,1,none,derived
point_alpha_corridor,29,72,29,73,1,none,derived
point_alpha_corridor,29,73,30,73,1,none,derived
point_alpha_corridor,29,73,30,74,1,none,derived
point_alpha_corridor,29,74,30,74,1,none,derived
point_alpha_corridor,29,77,30,78,1,none,derived
point_alpha_corridor,29,78,30,78,1,none,derived
point_alpha_corridor,29,78,30,79,1,none,derived
point_alpha_corridor,29,79,30,79,1,none,derived
point_alpha_corridor,30,17,31,16,1,none,derived
point_alpha_corridor,30,17,31,17,1,none,derived
point_alpha_corridor,30,18,31,17,1,none,derived
point_alpha_corridor,30,33,30,34,1,none,derived
point_alpha_corridor,30,33,31,33,2,none,derived
point_alpha_corridor,30,34,30,35,1,bridge,derived
point_alpha_corridor,30,34,31,33,1,none,derived
point_alpha_corridor,30,34,31,34,1,none,derived
point_alpha_corridor,30,60,30,61,1,none,derived
point_alpha_corridor,30,60,31,60,1,none,derived
point_alpha_corridor,30,63,30,64,1,none,derived
point_alpha_corridor,30,64,31,63,1,none,derived
point_alpha_corridor,30,74,30,75,1,none,derived
point_alpha_corridor,30,75,31,74,1,none,derived
point_alpha_corridor,30,75,31,75,1,none,derived
point_alpha_corridor,30,76,31,75,1,none,derived
point_alpha_corridor,30,76,31,76,1,none,derived
point_alpha_corridor,30,77,30,78,1,none,derived
point_alpha_corridor,30,77,31,76,1,none,derived
point_alpha_corridor,30,77,31,77,1,none,derived
point_alpha_corridor,30,78,30,79,1,none,derived
point_alpha_corridor,31,17,31,18,1,none,derived
point_alpha_corridor,31,18,32,18,1,none,derived
point_alpha_corridor,31,32,31,33,2,none,derived
point_alpha_corridor,31,32,32,33,2,none,derived
point_alpha_corridor,31,59,31,60,1,none,derived
point_alpha_corridor,31,59,32,60,1,none,derived
point_alpha_corridor,31,63,31,64,1,none,derived
point_alpha_corridor,31,64,32,64,1,none,derived
point_alpha_corridor,31,75,32,75,1,bridge,derived
point_alpha_corridor,31,75,32,76,1,none,derived
point_alpha_corridor,31,76,31,77,1,none,derived
point_alpha_corridor,31,76,32,76,1,none,derived
point_alpha_corridor,31,76,32,77,1,none,derived
point_alpha_corridor,32,18,32,19,1,bridge,derived
point_alpha_corridor,32,19,33,18,1,none,derived
point_alpha_corridor,32,19,33,19,1,none,derived
point_alpha_corridor,32,20,33,19,1,none,derived
point_alpha_corridor,32,32,32,33,2,none,derived
point_alpha_corridor,32,32,33,32,2,none,derived
point_alpha_corridor,32,59,32,60,1,none,derived
point_alpha_corridor,32,64,32,65,1,none,derived
point_alpha_corridor,32,64,33,64,1,none,derived
point_alpha_corridor,32,68,33,67,1,none,derived
point_alpha_corridor,32,73,33,73,1,none,derived
point_alpha_corridor,32,74,33,73,1,none,derived
point_alpha_corridor,32,74,33,74,1,none,derived
point_alpha_corridor,32,75,32,76,1,none,derived
point_alpha_corridor,32,75,33,74,1,none,derived
point_alpha_corridor,32,75,33,75,1,bridge,derived
point_alpha_corridor,33,18,34,19,1,bridge,derived
point_alpha_corridor,33,19,33,20,1,none,derived
point_alpha_corridor,33,20,34,20,1,none,derived
point_alpha_corridor,33,31,33,32,2,none,derived
point_alpha_corridor,33,31,34,32,2,none,derived
point_alpha_corridor,33,63,33,64,1,none,derived
point_alpha_corridor,33,64,34,64,1,none,derived
point_alpha_corridor,33,67,33,68,1,none,derived
point_alpha_corridor,33,68,34,68,1,none,derived
point_alpha_corridor,33,68,34,69,1,none,derived
point_alpha_corridor,33,69,34,69,1,none,derived
point_alpha_corridor,33,69,34,70,1,none,derived
point_alpha_corridor,33,70,34,70,1,none,derived
point_alpha_corridor,33,70,34,71,1,none,derived
point_alpha_corridor,33,71,34,71,1,none,derived
point_alpha_corridor,33,71,34,72,1,none,derived
point_alpha_corridor,33,72,33,73,1,none,derived
point_alpha_corridor,33,72,34,72,1,none,derived
point_alpha_corridor,33,72,34,73,1,none,derived
point_alpha_corridor,34,20,34,21,1,none,derived
point_alpha_corridor,34,21,35,20,1,none,derived
point_alpha_corridor,34,31,34,32,2,none,derived
point_alpha_corridor,34,31,35,31,2,none,derived
point_alpha_corridor,34,46,35,46,1,none,derived
point_alpha_corridor,34,47,35,46,1,none,derived
point_alpha_corridor,34,71,34,72,1,none,derived
point_alpha_corridor,35,20,35,21,1,none,derived
point_alpha_corridor,35,21,36,21,1,none,derived
point_alpha_corridor,35,29,36,30,2,none,derived
point_alpha_corridor,35,30,35,31,2,none,derived
point_alpha_corridor,35,30,36,30,2,none,derived
point_alpha_corridor,35,30,36,31,2,none,derived
point_alpha_corridor,35,45,35,46,1,none,derived
point_alpha_corridor,35,45,36,46,1,none,derived
point_alpha_corridor,35,46,35,47,1,none,derived
point_alpha_corridor,35,47,36,47,1,none,derived
point_alpha_corridor,35,47,36,48,1,none,derived
point_alpha_corridor,35,48,35,49,1,none,derived
point_alpha_corridor,35,48,36,48,1,none,derived
point_alpha_corridor,35,48,36,49,1,none,derived
point_alpha_corridor,36,21,36,22,1,none,derived
point_alpha_corridor,36,22,37,21,1,none,derived
point_alpha_corridor,36,29,36,30,2,none,derived
point_alpha_corridor,36,29,37,29,2,none,derived
point_alpha_corridor,36,45,36,46,1,none,derived
point_alpha_corridor,36,45,37,45,1,none,derived
point_alpha_corridor,37,21,37,22,1,none,derived
point_alpha_corridor,37,22,38,22,1,none,derived
point_alpha_corridor,37,22,38,23,1,none,derived
point_alpha_corridor,37,23,38,23,1,none,derived
point_alpha_corridor,37,27,38,28,2,none,derived
point_alpha_corridor,37,28,37,29,2,none,derived
point_alpha_corridor,37,28,38,28,2,none,derived
point_alpha_corridor,37,28,38,29,2,none,derived
point_alpha_corridor,37,44,37,45,1,none,derived
point_alpha_corridor,37,45,38,45,1,none,derived
point_alpha_corridor,37,54,38,55,1,none,derived
point_alpha_corridor,37,55,38,55,1,none,derived
point_alpha_corridor,38,23,38,24,1,none,derived
point_alpha_corridor,38,23,39,23,1,none,derived
point_alpha_corridor,38,27,38,28,2,none,derived
point_alpha_corridor,38,27,39,27,2,none,derived
point_alpha_corridor,38,45,38,46,1,none,derived
point_alpha_corridor,38,45,39,45,1,none,derived
point_alpha_corridor,38,53,39,53,1,none,derived
point_alpha_corridor,38,54,38,55,1,none,derived
point_alpha_corridor,38,54,39,53,1,none,derived
point_alpha_corridor,38,54,39,54,1,none,derived
point_alpha_corridor,39,22,39,23,1,none,derived
point_alpha_corridor,39,23,40,23,1,none,derived
point_alpha_corridor,39,26,39,27,2,none,derived
point_alpha_corridor,39,27,40,27,2,none,derived
point_alpha_corridor,39,44,39,45,1,none,derived
point_alpha_corridor,39,44,40,45,1,none,derived
point_alpha_corridor,39,45,40,45,1,none,derived
point_alpha_corridor,39,45,40,46,1,none,derived
point_alpha_corridor,39,46,40,46,1,none,derived
point_alpha_corridor,39,46,40,47,1,none,derived
point_alpha_corridor,39,47,40,47,1,none,derived
point_alpha_corridor,39,47,40,48,1,none,derived
point_alpha_corridor,39,48,40,48,1,none,derived
point_alpha_corridor,39,48,40,49,1,none,derived
point_alpha_corridor,39,49,40,49,1,none,derived
point_alpha_corridor,39,49,40,50,1,none,derived
point_alpha_corridor,39,50,40,50,1,none,derived
point_alpha_corridor,39,50,40,51,1,none,derived
point_alpha_corridor,39,51,40,51,1,none,derived
point_alpha_corridor,39,52,39,53,1,none,derived
point_alpha_corridor,39,52,40,53,1,none,derived
point_alpha_corridor,40,23,40,24,1,none,derived
point_alpha_corridor,40,24,41,23,2,none,derived
point_alpha_corridor,40,27,40,28,2,bridge,derived
point_alpha_corridor,40,27,41,27,2,none,derived
point_alpha_corridor,40,44,40,45,1,none,derived
point_alpha_corridor,40,44,41,44,1,bridge,derived
point_alpha_corridor,40,51,40,52,1,none,derived
point_alpha_corridor,40,51,41,51,1,none,derived
point_alpha_corridor,40,52,40,53,1,none,derived
point_alpha_corridor,40,52,41,51,1,none,derived
point_alpha_corridor,40,52,41,52,1,none,derived
point_alpha_corridor,41,23,41,24,2,bridge,derived
point_alpha_corridor,41,24,42,24,2,none,derived
point_alpha_corridor,41,26,41,27,2,none,derived
point_alpha_corridor,41,26,42,27,2,none,derived
point_alpha_corridor,41,43,41,44,1,none,derived
point_alpha_corridor,41,43,42,44,1,none,derived
point_alpha_corridor,42,24,42,25,2,none,derived
point_alpha_corridor,42,24,43,24,2,none,derived
point_alpha_corridor,42,26,42,27,2,none,derived
